q_w,q_x,q_y,q_z,t,c
-0.652811,0.073735,-0.0859427,0.749069,1555155727386944,112
-0.652994,0.0723311,-0.0840505,0.749313,1555155727539541,113
-0.652994,0.0723311,-0.0840505,0.749313,1555155727540893,113
-0.652994,0.0723311,-0.0840505,0.749313,1555155727542184,113
-0.652933,0.072148,-0.0838674,0.749374,1555155727543522,113
-0.652933,0.072148,-0.0838674,0.749374,1555155727544850,113
-0.652933,0.072148,-0.0838674,0.749374,1555155727546175,113
-0.652933,0.072148,-0.0838674,0.749374,1555155727547524,113
-0.652994,0.0719648,-0.0835622,0.749374,1555155727548840,113
-0.652994,0.0719648,-0.0835622,0.749374,1555155727550176,113
-0.652994,0.0719648,-0.0835622,0.749374,1555155727551496,113
-0.652994,0.0719648,-0.0835622,0.749374,1555155727552829,113
-0.652994,0.0719648,-0.0835622,0.749374,1555155727554145,113
-0.652933,0.0717817,-0.0833791,0.749435,1555155727555463,113
-0.652933,0.0717817,-0.0833791,0.749435,1555155727556841,113
-0.652933,0.0717817,-0.0833791,0.749435,1555155727558134,113
-0.652933,0.0717817,-0.0833791,0.749435,1555155727559423,113
-0.652933,0.0717817,-0.0833791,0.749435,1555155727560791,113
-0.652994,0.0716596,-0.083135,0.749496,1555155727562078,113
-0.652994,0.0716596,-0.083135,0.749496,1555155727563440,113
-0.652994,0.0716596,-0.083135,0.749496,1555155727564758,113
-0.652933,0.0714155,-0.0828908,0.749557,1555155727566058,113
-0.652933,0.0714155,-0.0828908,0.749557,1555155727567441,113
-0.652933,0.0714155,-0.0828908,0.749557,1555155727568740,113
-0.652933,0.0714155,-0.0828908,0.749557,1555155727570073,113
-0.652933,0.0712324,-0.0827687,0.749557,1555155727571443,113
-0.652933,0.0712324,-0.0827687,0.749557,1555155727572717,113
-0.652933,0.0712324,-0.0827687,0.749557,1555155727574121,113
-0.652933,0.0712324,-0.0827687,0.749557,1555155727575395,113
-0.652933,0.0712324,-0.0827687,0.749557,1555155727576725,113
-0.652933,0.0710493,-0.0826466,0.749619,1555155727578058,113
-0.652933,0.0710493,-0.0826466,0.749619,1555155727579371,113
-0.652933,0.0710493,-0.0826466,0.749619,1555155727580698,113
-0.652933,0.0710493,-0.0826466,0.749619,1555155727582037,113
-0.652933,0.0709882,-0.0825246,0.74968,1555155727583329,113
-0.652933,0.0709882,-0.0825246,0.74968,1555155727584700,113
-0.652933,0.0709882,-0.0825246,0.74968,1555155727585973,113
-0.652933,0.0709882,-0.0825246,0.74968,1555155727587311,113
-0.653177,0.0694012,-0.0805713,0.749802,1555155727739920,114
-0.653177,0.0694012,-0.0805713,0.749802,1555155727741270,114
-0.653177,0.0694012,-0.0805713,0.749802,1555155727742576,114
-0.653116,0.0693402,-0.0805103,0.749863,1555155727743953,114
-0.653116,0.0693402,-0.0805103,0.749863,1555155727745300,114
-0.653116,0.0693402,-0.0805103,0.749863,1555155727746573,114
-0.653116,0.0693402,-0.0805103,0.749863,1555155727747922,114
-0.653116,0.0692791,-0.0802661,0.749863,1555155727749239,114
-0.653116,0.0692791,-0.0802661,0.749863,1555155727750569,114
-0.653116,0.0692791,-0.0802661,0.749863,1555155727751883,114
-0.653116,0.0692791,-0.0802661,0.749863,1555155727753248,114
-0.653055,0.0691571,-0.0801441,0.749985,1555155727754537,114
-0.653055,0.0691571,-0.0801441,0.749985,1555155727755894,114
-0.653055,0.0691571,-0.0801441,0.749985,1555155727757203,114
-0.653055,0.0691571,-0.0801441,0.749985,1555155727758525,114
-0.653055,0.0691571,-0.0801441,0.749985,1555155727759872,114
-0.653055,0.069035,-0.0799609,0.749985,1555155727761201,114
-0.653055,0.069035,-0.0799609,0.749985,1555155727762500,114
-0.653055,0.069035,-0.0799609,0.749985,1555155727763817,114
-0.653055,0.069035,-0.0799609,0.749985,1555155727765132,114
-0.653055,0.0688519,-0.0797778,0.750046,1555155727766461,114
-0.653055,0.0688519,-0.0797778,0.750046,1555155727767838,114
-0.653055,0.0688519,-0.0797778,0.750046,1555155727769145,114
-0.653055,0.0687298,-0.0795947,0.750046,1555155727770458,114
-0.653055,0.0687298,-0.0795947,0.750046,1555155727771825,114
-0.653055,0.0687298,-0.0795947,0.750046,1555155727773125,114
-0.653055,0.0687298,-0.0795947,0.750046,1555155727774456,114
-0.653055,0.0685467,-0.0793505,0.750107,1555155727775771,114
-0.653055,0.0685467,-0.0793505,0.750107,1555155727777076,114
-0.653055,0.0685467,-0.0793505,0.750107,1555155727778463,114
-0.653055,0.0685467,-0.0793505,0.750107,1555155727779752,114
-0.653055,0.0683635,-0.0791674,0.750107,1555155727781077,114
-0.653055,0.0683635,-0.0791674,0.750107,1555155727782386,114
-0.653055,0.0683635,-0.0791674,0.750107,1555155727783729,114
-0.653055,0.0683635,-0.0791674,0.750107,1555155727785066,114
-0.653177,0.0681804,-0.0789233,0.750107,1555155727786389,114
-0.65336,0.0663493,-0.0767259,0.75029,1555155727938993,115
-0.65336,0.0663493,-0.0767259,0.75029,1555155727940349,115
-0.65336,0.0663493,-0.0767259,0.75029,1555155727941645,115
-0.65336,0.0662272,-0.0766038,0.750351,1555155727942983,115
-0.65336,0.0662272,-0.0766038,0.750351,1555155727944319,115
-0.65336,0.0662272,-0.0766038,0.750351,1555155727945622,115
-0.65336,0.0662272,-0.0766038,0.750351,1555155727946970,115
-0.653482,0.0660441,-0.0764207,0.75029,1555155727948310,115
-0.653482,0.0660441,-0.0764207,0.75029,1555155727949616,115
-0.653482,0.0660441,-0.0764207,0.75029,1555155727950961,115
-0.653482,0.0660441,-0.0764207,0.75029,1555155727952278,115
-0.653482,0.0660441,-0.0764207,0.75029,1555155727953605,115
-0.653482,0.065922,-0.0762986,0.75029,1555155727954933,115
-0.653482,0.065922,-0.0762986,0.75029,1555155727956241,115
-0.653482,0.065922,-0.0762986,0.75029,1555155727957586,115
-0.653482,0.065922,-0.0762986,0.75029,1555155727958909,115
-0.653543,0.0657999,-0.0761155,0.750229,1555155727960224,115
-0.653543,0.0657999,-0.0761155,0.750229,1555155727961575,115
-0.653543,0.0657999,-0.0761155,0.750229,1555155727962900,115
-0.653543,0.0657999,-0.0761155,0.750229,1555155727964236,115
-0.653604,0.0656168,-0.0759324,0.750229,1555155727965547,115
-0.653604,0.0656168,-0.0759324,0.750229,1555155727966888,115
-0.653604,0.0656168,-0.0759324,0.750229,1555155727968199,115
-0.653604,0.0654337,-0.0757493,0.75029,1555155727969565,115
-0.653604,0.0654337,-0.0757493,0.75029,1555155727970853,115
-0.653604,0.0654337,-0.0757493,0.75029,1555155727972193,115
-0.653604,0.0654337,-0.0757493,0.75029,1555155727973504,115
-0.653604,0.0654337,-0.0757493,0.75029,1555155727974849,115
-0.653604,0.0652506,-0.0755051,0.75029,1555155727976153,115
-0.653604,0.0652506,-0.0755051,0.75029,1555155727977477,115
-0.653604,0.0652506,-0.0755051,0.75029,1555155727978815,115
-0.653604,0.0652506,-0.0755051,0.75029,1555155727980119,115
-0.653604,0.0650674,-0.075322,0.750351,1555155727981494,115
-0.653604,0.0650674,-0.075322,0.750351,1555155727982794,115
-0.653604,0.0650674,-0.075322,0.750351,1555155727984130,115
-0.653604,0.0650674,-0.075322,0.750351,1555155727985468,115
-0.653604,0.0650674,-0.075322,0.750351,1555155727986792,115
-0.653726,0.0638467,-0.0736739,0.750534,1555155728139372,116
-0.653726,0.0638467,-0.0736739,0.750534,1555155728140723,116
-0.653726,0.0638467,-0.0736739,0.750534,1555155728142037,116
-0.653726,0.0638467,-0.0736739,0.750534,1555155728143398,116
-0.653665,0.0637246,-0.0736739,0.750595,1555155728144706,116
-0.653665,0.0637246,-0.0736739,0.750595,1555155728146028,116
-0.653665,0.0637246,-0.0736739,0.750595,1555155728147383,116
-0.653665,0.0637246,-0.0736739,0.750595,1555155728148689,116
-0.653665,0.0637246,-0.0736739,0.750595,1555155728150015,116
-0.653726,0.0636025,-0.0735519,0.750534,1555155728151337,116
-0.653726,0.0636025,-0.0735519,0.750534,1555155728152662,116
-0.653726,0.0636025,-0.0735519,0.750534,1555155728153993,116
-0.653726,0.0636025,-0.0735519,0.750534,1555155728155318,116
-0.653665,0.0635415,-0.0734298,0.750595,1555155728156619,116
-0.653665,0.0635415,-0.0734298,0.750595,1555155728157953,116
-0.653665,0.0635415,-0.0734298,0.750595,1555155728159302,116
-0.653665,0.0635415,-0.0734298,0.750595,1555155728160604,116
-0.653665,0.0635415,-0.0734298,0.750595,1555155728161942,116
-0.653787,0.0633584,-0.0732467,0.750534,1555155728163288,116
-0.653787,0.0633584,-0.0732467,0.750534,1555155728164595,116
-0.653787,0.0633584,-0.0732467,0.750534,1555155728165948,116
-0.653787,0.0633584,-0.0732467,0.750534,1555155728167261,116
-0.653726,0.0632363,-0.0730635,0.750595,1555155728168581,116
-0.653726,0.0632363,-0.0730635,0.750595,1555155728169901,116
-0.653726,0.0632363,-0.0730635,0.750595,1555155728171230,116
-0.653726,0.0632363,-0.0730635,0.750595,1555155728172592,116
-0.653726,0.0630532,-0.0729415,0.750656,1555155728173895,116
-0.653726,0.0630532,-0.0729415,0.750656,1555155728175239,116
-0.653726,0.0630532,-0.0729415,0.750656,1555155728176575,116
-0.653726,0.0630532,-0.0729415,0.750656,1555155728177877,116
-0.653787,0.0629311,-0.0726973,0.750656,1555155728179209,116
-0.653787,0.0629311,-0.0726973,0.750656,1555155728180527,116
-0.653787,0.0629311,-0.0726973,0.750656,1555155728181849,116
-0.653787,0.0629311,-0.0726973,0.750656,1555155728183210,116
-0.653787,0.0629311,-0.0726973,0.750656,1555155728184486,116
-0.653787,0.062748,-0.0725142,0.750656,1555155728185806,116
-0.653787,0.062748,-0.0725142,0.750656,1555155728187166,116
-0.653849,0.0614051,-0.0709882,0.7509,1555155728339775,117
-0.653849,0.0614051,-0.0709882,0.7509,1555155728341098,117
-0.653849,0.0614051,-0.0709882,0.7509,1555155728342463,117
-0.653849,0.0614051,-0.0709882,0.7509,1555155728343799,117
-0.653787,0.0613441,-0.0709272,0.7509,1555155728345092,117
-0.653787,0.0613441,-0.0709272,0.7509,1555155728346420,117
-0.653787,0.0613441,-0.0709272,0.7509,1555155728347760,117
-0.653787,0.0613441,-0.0709272,0.7509,1555155728349111,117
-0.653849,0.061222,-0.0707441,0.7509,1555155728350399,117
-0.653849,0.061222,-0.0707441,0.7509,1555155728351719,117
-0.653849,0.061222,-0.0707441,0.7509,1555155728353043,117
-0.653849,0.061222,-0.0707441,0.7509,1555155728354394,117
-0.653849,0.061222,-0.0707441,0.7509,1555155728355710,117
-0.653787,0.0610999,-0.070622,0.750961,1555155728357084,117
-0.653787,0.0610999,-0.070622,0.750961,1555155728358361,117
-0.653787,0.0610999,-0.070622,0.750961,1555155728359684,117
-0.653787,0.0610999,-0.070622,0.750961,1555155728361003,117
-0.653787,0.0610999,-0.070622,0.750961,1555155728362331,117
-0.653849,0.0609168,-0.0704389,0.750961,1555155728363678,117
-0.653849,0.0609168,-0.0704389,0.750961,1555155728364993,117
-0.653849,0.0609168,-0.0704389,0.750961,1555155728366322,117
-0.653849,0.0609168,-0.0704389,0.750961,1555155728367663,117
-0.653787,0.0607947,-0.0702558,0.751022,1555155728368969,117
-0.653787,0.0607947,-0.0702558,0.751022,1555155728370346,117
-0.653787,0.0607947,-0.0702558,0.751022,1555155728371618,117
-0.653787,0.0607947,-0.0702558,0.751022,1555155728372965,117
-0.653849,0.0606726,-0.0700726,0.751022,1555155728374287,117
-0.653849,0.0606726,-0.0700726,0.751022,1555155728375615,117
-0.653849,0.0606726,-0.0700726,0.751022,1555155728376933,117
-0.653849,0.0606726,-0.0700726,0.751022,1555155728378259,117
-0.653849,0.0606726,-0.0700726,0.751022,1555155728379620,117
-0.653849,0.0604895,-0.0698895,0.751022,1555155728380914,117
-0.653849,0.0604895,-0.0698895,0.751022,1555155728382240,117
-0.653849,0.0604895,-0.0698895,0.751022,1555155728383582,117
-0.653849,0.0604895,-0.0698895,0.751022,1555155728384896,117
-0.653849,0.0603675,-0.0697674,0.751083,1555155728386216,117
-0.653849,0.0603675,-0.0697674,0.751083,1555155728387562,117
-0.65391,0.0593298,-0.0686077,0.751144,1555155728538853,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728540170,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728541529,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728542842,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728544172,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728545493,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728546843,118
-0.65391,0.0593298,-0.0686077,0.751144,1555155728548137,118
-0.653971,0.0590856,-0.0683025,0.751206,1555155728549495,118
-0.653971,0.0590856,-0.0683025,0.751206,1555155728550797,118
-0.653971,0.0590856,-0.0683025,0.751206,1555155728552134,118
-0.653971,0.0590856,-0.0683025,0.751206,1555155728553468,118
-0.653971,0.0590856,-0.0683025,0.751206,1555155728554772,118
-0.65391,0.0589636,-0.0681804,0.751267,1555155728556109,118
-0.65391,0.0589636,-0.0681804,0.751267,1555155728557422,118
-0.65391,0.0589636,-0.0681804,0.751267,1555155728558737,118
-0.65391,0.0589636,-0.0681804,0.751267,1555155728560093,118
-0.65391,0.0589636,-0.0681804,0.751267,1555155728561403,118
-0.653971,0.0588415,-0.0679973,0.751267,1555155728562764,118
-0.653971,0.0588415,-0.0679973,0.751267,1555155728564082,118
-0.653971,0.0588415,-0.0679973,0.751267,1555155728565393,118
-0.653971,0.0588415,-0.0679973,0.751267,1555155728566733,118
-0.65391,0.0587194,-0.0678142,0.751328,1555155728568062,118
-0.65391,0.0587194,-0.0678142,0.751328,1555155728569369,118
-0.65391,0.0587194,-0.0678142,0.751328,1555155728570706,118
-0.65391,0.0587194,-0.0678142,0.751328,1555155728572024,118
-0.65391,0.0585363,-0.0676311,0.751328,1555155728573327,118
-0.65391,0.0585363,-0.0676311,0.751328,1555155728574663,118
-0.65391,0.0585363,-0.0676311,0.751328,1555155728575999,118
-0.65391,0.0585363,-0.0676311,0.751328,1555155728577334,118
-0.65391,0.0585363,-0.0676311,0.751328,1555155728578671,118
-0.65391,0.0583532,-0.067448,0.751328,1555155728579985,118
-0.65391,0.0583532,-0.067448,0.751328,1555155728581323,118
-0.65391,0.0583532,-0.067448,0.751328,1555155728582635,118
-0.65391,0.0583532,-0.067448,0.751328,1555155728583976,118
-0.653971,0.0582311,-0.0672648,0.751389,1555155728585294,118
-0.653971,0.0582311,-0.0672648,0.751389,1555155728586650,118
-0.654215,0.0570714,-0.065861,0.751328,1555155728739213,119
-0.654215,0.0570714,-0.065861,0.751328,1555155728740581,119
-0.654215,0.0570714,-0.065861,0.751328,1555155728741918,119
-0.654215,0.0570714,-0.065861,0.751328,1555155728743217,119
-0.654215,0.0569493,-0.0657999,0.751389,1555155728744557,119
-0.654215,0.0569493,-0.0657999,0.751389,1555155728745877,119
-0.654215,0.0569493,-0.0657999,0.751389,1555155728747198,119
-0.654215,0.0569493,-0.0657999,0.751389,1555155728748519,119
-0.654215,0.0569493,-0.0657999,0.751389,1555155728749840,119
-0.654337,0.0568272,-0.0656168,0.751328,1555155728751234,119
-0.654337,0.0568272,-0.0656168,0.751328,1555155728752497,119
-0.654337,0.0568272,-0.0656168,0.751328,1555155728753836,119
-0.654337,0.0568272,-0.0656168,0.751328,1555155728755158,119
-0.654337,0.0568272,-0.0656168,0.751328,1555155728756506,119
-0.654276,0.0567051,-0.0654947,0.751389,1555155728757828,119
-0.654276,0.0567051,-0.0654947,0.751389,1555155728759158,119
-0.654276,0.0567051,-0.0654947,0.751389,1555155728760471,119
-0.654276,0.0567051,-0.0654947,0.751389,1555155728761801,119
-0.654276,0.0567051,-0.0654947,0.751389,1555155728763111,119
-0.654398,0.056522,-0.0653116,0.751328,1555155728764436,119
-0.654398,0.056522,-0.0653116,0.751328,1555155728765797,119
-0.654398,0.056522,-0.0653116,0.751328,1555155728767109,119
-0.654398,0.056522,-0.0653116,0.751328,1555155728768432,119
-0.654337,0.056461,-0.0651895,0.751328,1555155728769775,119
-0.654337,0.056461,-0.0651895,0.751328,1555155728771080,119
-0.654337,0.056461,-0.0651895,0.751328,1555155728772440,119
-0.654337,0.056461,-0.0651895,0.751328,1555155728773732,119
-0.654398,0.0563389,-0.0650674,0.751328,1555155728775075,119
-0.654398,0.0563389,-0.0650674,0.751328,1555155728776393,119
-0.654398,0.0563389,-0.0650674,0.751328,1555155728777704,119
-0.654398,0.0563389,-0.0650674,0.751328,1555155728779101,119
-0.654398,0.0562168,-0.0648843,0.751328,1555155728780384,119
-0.654398,0.0562168,-0.0648843,0.751328,1555155728781709,119
-0.654398,0.0562168,-0.0648843,0.751328,1555155728783033,119
-0.654398,0.0562168,-0.0648843,0.751328,1555155728784361,119
-0.654398,0.0562168,-0.0648843,0.751328,1555155728785673,119
-0.654398,0.0560947,-0.0647623,0.751328,1555155728786982,119
-0.65452,0.054874,-0.0634194,0.75145,1555155728939620,120
-0.654581,0.0548129,-0.0632973,0.75145,1555155728940944,120
-0.654581,0.0548129,-0.0632973,0.75145,1555155728942276,120
-0.654581,0.0548129,-0.0632973,0.75145,1555155728943595,120
-0.654581,0.0548129,-0.0632973,0.75145,1555155728944932,120
-0.654581,0.0547519,-0.0632973,0.75145,1555155728946243,120
-0.654581,0.0547519,-0.0632973,0.75145,1555155728947601,120
-0.654581,0.0547519,-0.0632973,0.75145,1555155728948939,120
-0.654581,0.0547519,-0.0632973,0.75145,1555155728950250,120
-0.654581,0.0547519,-0.0632973,0.75145,1555155728951584,120
-0.654642,0.0546908,-0.0631752,0.751389,1555155728952903,120
-0.654642,0.0546908,-0.0631752,0.751389,1555155728954232,120
-0.654642,0.0546908,-0.0631752,0.751389,1555155728955565,120
-0.654642,0.0546298,-0.0631142,0.751389,1555155728956907,120
-0.654642,0.0546298,-0.0631142,0.751389,1555155728958219,120
-0.654642,0.0546298,-0.0631142,0.751389,1555155728959554,120
-0.654642,0.0546298,-0.0631142,0.751389,1555155728960880,120
-0.654642,0.0546298,-0.0631142,0.751389,1555155728962215,120
-0.654764,0.0545688,-0.0630532,0.751328,1555155728963559,120
-0.654764,0.0545688,-0.0630532,0.751328,1555155728964867,120
-0.654764,0.0545688,-0.0630532,0.751328,1555155728966183,120
-0.654764,0.0545688,-0.0630532,0.751328,1555155728967514,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728968848,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728970161,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728971472,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728972829,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728974147,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728975488,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728976783,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728978118,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728979437,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728980764,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728982105,120
-0.654703,0.0545077,-0.0631142,0.751389,1555155728983432,120
-0.654642,0.0544467,-0.0631752,0.751389,1555155728984754,120
-0.654642,0.0544467,-0.0631752,0.751389,1555155728986103,120
-0.654764,0.0523103,-0.0603064,0.751694,1555155729138678,121
-0.654764,0.0523103,-0.0603064,0.751694,1555155729140022,121
-0.654764,0.0521272,-0.0600623,0.751694,1555155729141382,121
-0.654764,0.0521272,-0.0600623,0.751694,1555155729142673,121
-0.654764,0.0521272,-0.0600623,0.751694,1555155729144041,121
-0.654764,0.0521272,-0.0600623,0.751694,1555155729145346,121
-0.654703,0.0519441,-0.0598181,0.751816,1555155729146676,121
-0.654703,0.0519441,-0.0598181,0.751816,1555155729147990,121
-0.654703,0.0519441,-0.0598181,0.751816,1555155729149303,121
-0.654703,0.0519441,-0.0598181,0.751816,1555155729150626,121
-0.654764,0.051761,-0.059635,0.751816,1555155729151989,121
-0.654764,0.051761,-0.059635,0.751816,1555155729153305,121
-0.654764,0.051761,-0.059635,0.751816,1555155729154651,121
-0.654764,0.051761,-0.059635,0.751816,1555155729155960,121
-0.654764,0.051761,-0.059635,0.751816,1555155729157284,121
-0.654642,0.0516389,-0.0595129,0.751877,1555155729158583,121
-0.654642,0.0516389,-0.0595129,0.751877,1555155729159952,121
-0.654642,0.0516389,-0.0595129,0.751877,1555155729161282,121
-0.654642,0.0516389,-0.0595129,0.751877,1555155729162617,121
-0.654703,0.0515168,-0.0593298,0.751877,1555155729163952,121
-0.654703,0.0515168,-0.0593298,0.751877,1555155729165244,121
-0.654703,0.0515168,-0.0593298,0.751877,1555155729166567,121
-0.654703,0.0515168,-0.0593298,0.751877,1555155729167889,121
-0.654642,0.0514558,-0.0592688,0.751938,1555155729169244,121
-0.654642,0.0514558,-0.0592688,0.751938,1555155729170562,121
-0.654642,0.0514558,-0.0592688,0.751938,1555155729171882,121
-0.654642,0.0514558,-0.0592688,0.751938,1555155729173242,121
-0.654642,0.0514558,-0.0592688,0.751938,1555155729174547,121
-0.654642,0.0514558,-0.0592688,0.751938,1555155729175860,121
-0.654703,0.0513337,-0.0591467,0.751877,1555155729177218,121
-0.654703,0.0513337,-0.0591467,0.751877,1555155729178504,121
-0.654703,0.0513337,-0.0591467,0.751877,1555155729179838,121
-0.654703,0.0513337,-0.0591467,0.751877,1555155729181150,121
-0.654703,0.0513337,-0.0591467,0.751877,1555155729182484,121
-0.654703,0.0513337,-0.0591467,0.751877,1555155729183843,121
-0.654703,0.0513337,-0.0590856,0.751877,1555155729185181,121
-0.654703,0.0513337,-0.0590856,0.751877,1555155729186475,121
-0.654703,0.0500519,-0.0575597,0.752121,1555155729339101,122
-0.654703,0.0500519,-0.0575597,0.752121,1555155729340397,122
-0.654703,0.0500519,-0.0575597,0.752121,1555155729341759,122
-0.654703,0.0500519,-0.0575597,0.752121,1555155729343044,122
-0.654703,0.0498688,-0.0573765,0.752121,1555155729344386,122
-0.654703,0.0498688,-0.0573765,0.752121,1555155729345721,122
-0.654703,0.0498688,-0.0573765,0.752121,1555155729347056,122
-0.654703,0.0498688,-0.0573765,0.752121,1555155729348361,122
-0.654703,0.0498688,-0.0573765,0.752121,1555155729349691,122
-0.654642,0.0497467,-0.0571934,0.752182,1555155729351003,122
-0.654642,0.0497467,-0.0571934,0.752182,1555155729352347,122
-0.654642,0.0497467,-0.0571934,0.752182,1555155729353693,122
-0.654642,0.0497467,-0.0571934,0.752182,1555155729355020,122
-0.654642,0.0497467,-0.0571934,0.752182,1555155729356356,122
-0.654642,0.0494415,-0.0568272,0.752243,1555155729357662,122
-0.654642,0.0494415,-0.0568272,0.752243,1555155729358982,122
-0.654642,0.0494415,-0.0568272,0.752243,1555155729360306,122
-0.654642,0.0494415,-0.0568272,0.752243,1555155729361662,122
-0.654642,0.0494415,-0.0568272,0.752243,1555155729363121,122
-0.654703,0.0492584,-0.0566441,0.752182,1555155729364325,122
-0.654703,0.0492584,-0.0566441,0.752182,1555155729365649,122
-0.654703,0.0492584,-0.0566441,0.752182,1555155729366949,122
-0.654703,0.0492584,-0.0566441,0.752182,1555155729368325,122
-0.654642,0.0491363,-0.056461,0.752304,1555155729369607,122
-0.654642,0.0491363,-0.056461,0.752304,1555155729370948,122
-0.654642,0.0491363,-0.056461,0.752304,1555155729372261,122
-0.654642,0.0491363,-0.056461,0.752304,1555155729373634,122
-0.654703,0.0490142,-0.0563389,0.752243,1555155729374907,122
-0.654703,0.0490142,-0.0563389,0.752243,1555155729376244,122
-0.654703,0.0490142,-0.0563389,0.752243,1555155729377572,122
-0.654703,0.0490142,-0.0563389,0.752243,1555155729378895,122
-0.654703,0.0490142,-0.0563389,0.752243,1555155729380249,122
-0.654703,0.0488921,-0.0562168,0.752304,1555155729381565,122
-0.654703,0.0488921,-0.0562168,0.752304,1555155729382905,122
-0.654703,0.0488921,-0.0562168,0.752304,1555155729384205,122
-0.654703,0.0488921,-0.0562168,0.752304,1555155729385542,122
-0.654703,0.0488921,-0.0562168,0.752304,1555155729386878,122
-0.654886,0.0474272,-0.0545688,0.752365,1555155729539508,123
-0.654886,0.0474272,-0.0545688,0.752365,1555155729540857,123
-0.654886,0.0472441,-0.0543246,0.752365,1555155729542137,123
-0.654886,0.0472441,-0.0543246,0.752365,1555155729543468,123
-0.654886,0.0472441,-0.0543246,0.752365,1555155729544800,123
-0.654825,0.047061,-0.0541415,0.752426,1555155729546117,123
-0.654825,0.047061,-0.0541415,0.752426,1555155729547445,123
-0.654825,0.047061,-0.0541415,0.752426,1555155729548765,123
-0.654825,0.047061,-0.0541415,0.752426,1555155729550106,123
-0.654825,0.047061,-0.0541415,0.752426,1555155729551429,123
-0.654947,0.0468779,-0.0538973,0.752426,1555155729552750,123
-0.654947,0.0468779,-0.0538973,0.752426,1555155729554087,123
-0.654947,0.0468779,-0.0538973,0.752426,1555155729555394,123
-0.654947,0.0468779,-0.0538973,0.752426,1555155729556729,123
-0.654886,0.0466947,-0.0537142,0.752487,1555155729558058,123
-0.654886,0.0466947,-0.0537142,0.752487,1555155729559383,123
-0.654886,0.0466947,-0.0537142,0.752487,1555155729560736,123
-0.654886,0.0466947,-0.0537142,0.752487,1555155729562052,123
-0.654886,0.0466947,-0.0537142,0.752487,1555155729563413,123
-0.654947,0.0465116,-0.0534701,0.752426,1555155729564707,123
-0.654947,0.0465116,-0.0534701,0.752426,1555155729566043,123
-0.654947,0.0465116,-0.0534701,0.752426,1555155729567379,123
-0.654947,0.0465116,-0.0534701,0.752426,1555155729568703,123
-0.654947,0.0463896,-0.0532869,0.752487,1555155729570003,123
-0.654947,0.0463896,-0.0532869,0.752487,1555155729571331,123
-0.654947,0.0463896,-0.0532869,0.752487,1555155729572676,123
-0.654947,0.0463896,-0.0532869,0.752487,1555155729574012,123
-0.655008,0.0461454,-0.0531038,0.752426,1555155729575304,123
-0.655008,0.0461454,-0.0531038,0.752426,1555155729576669,123
-0.655008,0.0461454,-0.0531038,0.752426,1555155729578001,123
-0.655008,0.0461454,-0.0531038,0.752426,1555155729579296,123
-0.655008,0.0461454,-0.0531038,0.752426,1555155729580613,123
-0.655008,0.0460233,-0.0529207,0.752426,1555155729581970,123
-0.655008,0.0460233,-0.0529207,0.752426,1555155729583267,123
-0.655008,0.0460233,-0.0529207,0.752426,1555155729584643,123
-0.655008,0.0460233,-0.0529207,0.752426,1555155729585953,123
-0.655008,0.0460233,-0.0529207,0.752426,1555155729587231,123
-0.655008,0.0444973,-0.0511506,0.75267,1555155729739861,124
-0.655008,0.0444973,-0.0511506,0.75267,1555155729741186,124
-0.655008,0.0444973,-0.0511506,0.75267,1555155729742572,124
-0.655008,0.0443142,-0.0509675,0.75267,1555155729743853,124
-0.655008,0.0443142,-0.0509675,0.75267,1555155729745169,124
-0.655008,0.0443142,-0.0509675,0.75267,1555155729746501,124
-0.655008,0.0443142,-0.0509675,0.75267,1555155729747834,124
-0.654947,0.0441922,-0.0508454,0.752731,1555155729749179,124
-0.654947,0.0441922,-0.0508454,0.752731,1555155729750484,124
-0.654947,0.0441922,-0.0508454,0.752731,1555155729751832,124
-0.654947,0.0441922,-0.0508454,0.752731,1555155729753118,124
-0.654947,0.044009,-0.0506012,0.752731,1555155729754450,124
-0.654947,0.044009,-0.0506012,0.752731,1555155729755795,124
-0.654947,0.044009,-0.0506012,0.752731,1555155729757131,124
-0.654947,0.044009,-0.0506012,0.752731,1555155729758441,124
-0.654886,0.043887,-0.0504792,0.752854,1555155729759784,124
-0.654886,0.043887,-0.0504792,0.752854,1555155729761123,124
-0.654886,0.043887,-0.0504792,0.752854,1555155729762437,124
-0.654886,0.043887,-0.0504792,0.752854,1555155729763745,124
-0.654886,0.043887,-0.0504792,0.752854,1555155729765075,124
