q_w,q_x,q_y,q_z,t,c
-0.627785,0.197644,-0.230544,0.71678,1555155717756172,64
-0.627724,0.197583,-0.230483,0.716902,1555155717757500,64
-0.627724,0.197583,-0.230483,0.716902,1555155717758832,64
-0.627724,0.197583,-0.230483,0.716902,1555155717760170,64
-0.627724,0.197583,-0.230483,0.716902,1555155717761526,64
-0.627724,0.197461,-0.230361,0.716963,1555155717762822,64
-0.627724,0.197461,-0.230361,0.716963,1555155717764158,64
-0.627724,0.197461,-0.230361,0.716963,1555155717765473,64
-0.627724,0.197461,-0.230361,0.716963,1555155717766828,64
-0.627724,0.197278,-0.230239,0.717085,1555155717768137,64
-0.627724,0.197278,-0.230239,0.717085,1555155717769455,64
-0.627724,0.197278,-0.230239,0.717085,1555155717770777,64
-0.627724,0.197278,-0.230239,0.717085,1555155717772105,64
-0.627785,0.197095,-0.229995,0.717146,1555155717773421,64
-0.627785,0.197095,-0.229995,0.717146,1555155717774755,64
-0.627785,0.197095,-0.229995,0.717146,1555155717776074,64
-0.627785,0.197095,-0.229995,0.717146,1555155717777420,64
-0.627846,0.196911,-0.229872,0.717146,1555155717778737,64
-0.627846,0.196911,-0.229872,0.717146,1555155717780047,64
-0.627846,0.196911,-0.229872,0.717146,1555155717781409,64
-0.627846,0.19685,-0.22975,0.717207,1555155717782694,64
-0.627846,0.19685,-0.22975,0.717207,1555155717784047,64
-0.627846,0.19685,-0.22975,0.717207,1555155717785360,64
-0.627846,0.19685,-0.22975,0.717207,1555155717786703,64
-0.62809,0.196179,-0.229018,0.717451,1555155717939328,65
-0.628151,0.196057,-0.228896,0.717451,1555155717940694,65
-0.628151,0.196057,-0.228896,0.717451,1555155717941975,65
-0.628151,0.196057,-0.228896,0.717451,1555155717943287,65
-0.62809,0.195996,-0.228774,0.717512,1555155717944632,65
-0.62809,0.195996,-0.228774,0.717512,1555155717945948,65
-0.62809,0.195996,-0.228774,0.717512,1555155717947284,65
-0.62809,0.195996,-0.228774,0.717512,1555155717948592,65
-0.628212,0.195813,-0.228591,0.717573,1555155717949925,65
-0.628212,0.195813,-0.228591,0.717573,1555155717951263,65
-0.628212,0.195813,-0.228591,0.717573,1555155717952564,65
-0.628212,0.195813,-0.228591,0.717573,1555155717953897,65
-0.628212,0.195813,-0.228591,0.717573,1555155717955263,65
-0.628212,0.195691,-0.228407,0.717634,1555155717956608,65
-0.628212,0.195691,-0.228407,0.717634,1555155717957891,65
-0.628212,0.195691,-0.228407,0.717634,1555155717959225,65
-0.628212,0.195691,-0.228407,0.717634,1555155717960542,65
-0.628212,0.195691,-0.228407,0.717634,1555155717961917,65
-0.628395,0.195202,-0.22798,0.717756,1555155717963247,65
-0.628395,0.195202,-0.22798,0.717756,1555155717964541,65
-0.628395,0.195202,-0.22798,0.717756,1555155717965851,65
-0.628395,0.195202,-0.22798,0.717756,1555155717967164,65
-0.628456,0.195019,-0.227736,0.717817,1555155717968536,65
-0.628456,0.195019,-0.227736,0.717817,1555155717969817,65
-0.628456,0.195019,-0.227736,0.717817,1555155717971172,65
-0.628456,0.195019,-0.227736,0.717817,1555155717972504,65
-0.628456,0.195019,-0.227736,0.717817,1555155717973857,65
-0.628456,0.195019,-0.227736,0.717817,1555155717975196,65
-0.628456,0.195019,-0.227736,0.717817,1555155717976504,65
-0.628456,0.195019,-0.227736,0.717817,1555155717977798,65
-0.628456,0.195019,-0.227736,0.717817,1555155717979135,65
-0.628517,0.194775,-0.227553,0.717878,1555155717980486,65
-0.628517,0.194775,-0.227553,0.717878,1555155717981769,65
-0.628517,0.194775,-0.227553,0.717878,1555155717983120,65
-0.628517,0.194775,-0.227553,0.717878,1555155717984426,65
-0.628517,0.194775,-0.227553,0.717878,1555155717985759,65
-0.628578,0.194531,-0.227248,0.718,1555155717987087,65
-0.628945,0.193493,-0.226027,0.718367,1555155718139713,66
-0.628945,0.193493,-0.226027,0.718367,1555155718141047,66
-0.628945,0.193493,-0.226027,0.718367,1555155718142349,66
-0.628945,0.193371,-0.225905,0.718428,1555155718143685,66
-0.628945,0.193371,-0.225905,0.718428,1555155718145036,66
-0.628945,0.193371,-0.225905,0.718428,1555155718146334,66
-0.628945,0.193371,-0.225905,0.718428,1555155718147646,66
-0.629006,0.193249,-0.225722,0.718489,1555155718149003,66
-0.629006,0.193249,-0.225722,0.718489,1555155718150332,66
-0.629006,0.193249,-0.225722,0.718489,1555155718151643,66
-0.629006,0.193249,-0.225722,0.718489,1555155718152959,66
-0.629006,0.193249,-0.225722,0.718489,1555155718154303,66
-0.628945,0.193127,-0.2256,0.71855,1555155718155638,66
-0.628945,0.193127,-0.2256,0.71855,1555155718156952,66
-0.628945,0.193127,-0.2256,0.71855,1555155718158283,66
-0.628945,0.193127,-0.2256,0.71855,1555155718159586,66
-0.629006,0.193005,-0.225417,0.718611,1555155718160925,66
-0.629006,0.193005,-0.225417,0.718611,1555155718162263,66
-0.629006,0.193005,-0.225417,0.718611,1555155718163579,66
-0.629006,0.193005,-0.225417,0.718611,1555155718164927,66
-0.628945,0.192883,-0.225295,0.718733,1555155718166276,66
-0.628945,0.192883,-0.225295,0.718733,1555155718167594,66
-0.628945,0.192883,-0.225295,0.718733,1555155718168890,66
-0.628945,0.192883,-0.225295,0.718733,1555155718170201,66
-0.629006,0.192761,-0.225172,0.718733,1555155718171562,66
-0.629006,0.192761,-0.225172,0.718733,1555155718172891,66
-0.629006,0.192761,-0.225172,0.718733,1555155718174222,66
-0.629006,0.192761,-0.225172,0.718733,1555155718175544,66
-0.629006,0.1927,-0.22505,0.718794,1555155718176877,66
-0.629006,0.1927,-0.22505,0.718794,1555155718178216,66
-0.629006,0.1927,-0.22505,0.718794,1555155718179526,66
-0.629006,0.1927,-0.22505,0.718794,1555155718180839,66
-0.629067,0.192639,-0.224989,0.718794,1555155718182173,66
-0.629067,0.192639,-0.224989,0.718794,1555155718183518,66
-0.629067,0.192639,-0.224989,0.718794,1555155718184835,66
-0.629067,0.192639,-0.224989,0.718794,1555155718186171,66
-0.629067,0.192639,-0.224989,0.718794,1555155718187473,66
-0.629555,0.191357,-0.223708,0.719099,1555155718338758,67
-0.629555,0.191357,-0.223708,0.719099,1555155718340222,67
-0.629555,0.191296,-0.223524,0.719221,1555155718341434,67
-0.629555,0.191296,-0.223524,0.719221,1555155718342751,67
-0.629555,0.191296,-0.223524,0.719221,1555155718344075,67
-0.629555,0.191296,-0.223524,0.719221,1555155718345416,67
-0.629555,0.191296,-0.223524,0.719221,1555155718346730,67
-0.629555,0.191296,-0.223524,0.719221,1555155718348046,67
-0.629555,0.191296,-0.223524,0.719221,1555155718349375,67
-0.629555,0.191296,-0.223524,0.719221,1555155718350734,67
-0.629555,0.191296,-0.223524,0.719221,1555155718352050,67
-0.629555,0.19093,-0.223158,0.719404,1555155718353359,67
-0.629555,0.19093,-0.223158,0.719404,1555155718354731,67
-0.629555,0.19093,-0.223158,0.719404,1555155718356078,67
-0.629555,0.19093,-0.223158,0.719404,1555155718357333,67
-0.629555,0.19093,-0.223158,0.719404,1555155718358677,67
-0.629677,0.190808,-0.222975,0.719404,1555155718360012,67
-0.629677,0.190808,-0.222975,0.719404,1555155718361342,67
-0.629677,0.190808,-0.222975,0.719404,1555155718362658,67
-0.629677,0.190808,-0.222975,0.719404,1555155718363991,67
-0.629677,0.190685,-0.222853,0.719465,1555155718365303,67
-0.629677,0.190685,-0.222853,0.719465,1555155718366646,67
-0.629677,0.190685,-0.222853,0.719465,1555155718367971,67
-0.629677,0.190685,-0.222853,0.719465,1555155718369272,67
-0.629738,0.190563,-0.222792,0.719465,1555155718370596,67
-0.629738,0.190563,-0.222792,0.719465,1555155718371988,67
-0.629738,0.190563,-0.222792,0.719465,1555155718373289,67
-0.629738,0.190563,-0.222792,0.719465,1555155718374653,67
-0.629799,0.190502,-0.22267,0.719465,1555155718375935,67
-0.629799,0.190502,-0.22267,0.719465,1555155718377285,67
-0.629799,0.190502,-0.22267,0.719465,1555155718378587,67
-0.629799,0.190502,-0.22267,0.719465,1555155718379919,67
-0.629799,0.19038,-0.222548,0.719526,1555155718381251,67
-0.629799,0.19038,-0.222548,0.719526,1555155718382562,67
-0.629799,0.19038,-0.222548,0.719526,1555155718383930,67
-0.629799,0.19038,-0.222548,0.719526,1555155718385191,67
-0.629799,0.19038,-0.222548,0.719526,1555155718386512,67
-0.630043,0.189404,-0.221388,0.719954,1555155718539153,68
-0.630043,0.189404,-0.221388,0.719954,1555155718540498,68
-0.630043,0.189282,-0.221266,0.719954,1555155718541807,68
-0.630043,0.189282,-0.221266,0.719954,1555155718543138,68
-0.630043,0.189282,-0.221266,0.719954,1555155718544458,68
-0.630104,0.189221,-0.221144,0.720015,1555155718545778,68
-0.630104,0.189221,-0.221144,0.720015,1555155718547164,68
-0.630104,0.189221,-0.221144,0.720015,1555155718548445,68
-0.630104,0.189221,-0.221144,0.720015,1555155718549784,68
-0.630104,0.189221,-0.221144,0.720015,1555155718551118,68
-0.630165,0.189037,-0.220961,0.720015,1555155718552440,68
-0.630165,0.189037,-0.220961,0.720015,1555155718553744,68
-0.630165,0.189037,-0.220961,0.720015,1555155718555088,68
-0.630165,0.189037,-0.220961,0.720015,1555155718556409,68
-0.630165,0.189037,-0.220961,0.720015,1555155718557744,68
-0.630226,0.188915,-0.220839,0.720076,1555155718559054,68
-0.630226,0.188915,-0.220839,0.720076,1555155718560413,68
-0.630226,0.188915,-0.220839,0.720076,1555155718561709,68
-0.630226,0.188915,-0.220839,0.720076,1555155718563041,68
-0.630226,0.188915,-0.220839,0.720076,1555155718564366,68
-0.630287,0.18861,-0.220533,0.720137,1555155718565707,68
-0.630287,0.18861,-0.220533,0.720137,1555155718567033,68
-0.630287,0.18861,-0.220533,0.720137,1555155718568360,68
-0.630287,0.18861,-0.220533,0.720137,1555155718569672,68
-0.630349,0.188427,-0.220289,0.720198,1555155718571037,68
-0.630349,0.188427,-0.220289,0.720198,1555155718572372,68
-0.630349,0.188427,-0.220289,0.720198,1555155718573675,68
-0.630349,0.188427,-0.220289,0.720198,1555155718575015,68
-0.630349,0.188427,-0.220289,0.720198,1555155718576327,68
-0.630349,0.188427,-0.220289,0.720198,1555155718577686,68
-0.630349,0.188427,-0.220289,0.720198,1555155718578981,68
-0.630349,0.188427,-0.220289,0.720198,1555155718580311,68
-0.63041,0.188244,-0.220106,0.72032,1555155718581621,68
-0.63041,0.188244,-0.220106,0.72032,1555155718582941,68
-0.63041,0.188244,-0.220106,0.72032,1555155718584294,68
-0.63041,0.188244,-0.220106,0.72032,1555155718585611,68
-0.63041,0.188244,-0.220106,0.72032,1555155718586946,68
-0.63102,0.186047,-0.217604,0.721052,1555155718739549,69
-0.63102,0.186047,-0.217604,0.721052,1555155718740994,69
-0.63102,0.186047,-0.217604,0.721052,1555155718742221,69
-0.631081,0.185924,-0.217482,0.721113,1555155718743531,69
-0.631081,0.185924,-0.217482,0.721113,1555155718744850,69
-0.631081,0.185924,-0.217482,0.721113,1555155718746203,69
-0.631081,0.185924,-0.217482,0.721113,1555155718747528,69
-0.631081,0.185924,-0.217482,0.721113,1555155718748841,69
-0.631081,0.185924,-0.217482,0.721113,1555155718750161,69
-0.631081,0.185924,-0.217482,0.721113,1555155718751494,69
-0.631081,0.185924,-0.217482,0.721113,1555155718752817,69
-0.631081,0.185924,-0.217482,0.721113,1555155718754150,69
-0.631142,0.18568,-0.217237,0.721174,1555155718755491,69
-0.631142,0.18568,-0.217237,0.721174,1555155718756821,69
-0.631142,0.18568,-0.217237,0.721174,1555155718758178,69
-0.631142,0.18568,-0.217237,0.721174,1555155718759447,69
-0.631203,0.185558,-0.217054,0.721235,1555155718760787,69
-0.631203,0.185558,-0.217054,0.721235,1555155718762109,69
-0.631203,0.185558,-0.217054,0.721235,1555155718763451,69
-0.631203,0.185558,-0.217054,0.721235,1555155718764773,69
-0.631203,0.185558,-0.217054,0.721235,1555155718766109,69
-0.631142,0.185436,-0.216932,0.721296,1555155718767399,69
-0.631142,0.185436,-0.216932,0.721296,1555155718768797,69
-0.631142,0.185436,-0.216932,0.721296,1555155718770058,69
-0.631142,0.185436,-0.216932,0.721296,1555155718771403,69
-0.631203,0.185314,-0.21681,0.721358,1555155718772737,69
-0.631203,0.185314,-0.21681,0.721358,1555155718774070,69
-0.631203,0.185314,-0.21681,0.721358,1555155718775395,69
-0.631264,0.185192,-0.216627,0.721419,1555155718776716,69
-0.631264,0.185192,-0.216627,0.721419,1555155718778053,69
-0.631264,0.185192,-0.216627,0.721419,1555155718779388,69
-0.631264,0.185192,-0.216627,0.721419,1555155718780691,69
-0.631264,0.185009,-0.216444,0.72148,1555155718782013,69
-0.631264,0.185009,-0.216444,0.72148,1555155718783370,69
-0.631264,0.185009,-0.216444,0.72148,1555155718784663,69
-0.631264,0.185009,-0.216444,0.72148,1555155718786006,69
-0.631264,0.185009,-0.216444,0.72148,1555155718787347,69
-0.631813,0.183056,-0.214124,0.722212,1555155718939943,70
-0.631813,0.183056,-0.214124,0.722212,1555155718941320,70
-0.631813,0.183056,-0.214124,0.722212,1555155718942632,70
-0.631813,0.183056,-0.214124,0.722212,1555155718943948,70
-0.631813,0.182995,-0.214063,0.722212,1555155718945240,70
-0.631813,0.182995,-0.214063,0.722212,1555155718946570,70
-0.631813,0.182995,-0.214063,0.722212,1555155718947925,70
-0.631813,0.182995,-0.214063,0.722212,1555155718949222,70
-0.631936,0.182811,-0.213941,0.722212,1555155718950551,70
-0.631936,0.182811,-0.213941,0.722212,1555155718951881,70
-0.631936,0.182811,-0.213941,0.722212,1555155718953215,70
-0.631936,0.182811,-0.213941,0.722212,1555155718954542,70
-0.631936,0.182811,-0.213941,0.722212,1555155718955860,70
-0.631936,0.18275,-0.21388,0.722273,1555155718957208,70
-0.631936,0.18275,-0.21388,0.722273,1555155718958556,70
-0.631936,0.18275,-0.21388,0.722273,1555155718959871,70
-0.631936,0.18275,-0.21388,0.722273,1555155718961198,70
-0.631997,0.182628,-0.213819,0.722212,1555155718962502,70
-0.631997,0.182628,-0.213819,0.722212,1555155718963839,70
-0.631997,0.182628,-0.213819,0.722212,1555155718965172,70
-0.631997,0.182628,-0.213819,0.722212,1555155718966490,70
-0.631997,0.182628,-0.213819,0.722212,1555155718967792,70
-0.632058,0.182567,-0.213819,0.722212,1555155718969157,70
-0.632058,0.182567,-0.213819,0.722212,1555155718970452,70
-0.632058,0.182567,-0.213819,0.722212,1555155718971796,70
-0.632058,0.182567,-0.213819,0.722212,1555155718973127,70
-0.632119,0.182506,-0.213697,0.722212,1555155718974454,70
-0.632119,0.182506,-0.213697,0.722212,1555155718975771,70
-0.632119,0.182506,-0.213697,0.722212,1555155718977124,70
-0.632119,0.182506,-0.213697,0.722212,1555155718978433,70
-0.632119,0.182384,-0.213575,0.722273,1555155718979761,70
-0.632119,0.182384,-0.213575,0.722273,1555155718981068,70
-0.632119,0.182384,-0.213575,0.722273,1555155718982429,70
-0.632119,0.182384,-0.213575,0.722273,1555155718983771,70
-0.632119,0.182323,-0.213453,0.722334,1555155718985038,70
-0.632119,0.182323,-0.213453,0.722334,1555155718986418,70
-0.632546,0.180614,-0.211439,0.722945,1555155719139025,71
-0.632607,0.180431,-0.211256,0.723006,1555155719140379,71
-0.632607,0.180431,-0.211256,0.723006,1555155719141669,71
-0.632607,0.180431,-0.211256,0.723006,1555155719143006,71
-0.632607,0.180431,-0.211256,0.723006,1555155719144307,71
-0.632607,0.180309,-0.211133,0.723067,1555155719145678,71
-0.632607,0.180309,-0.211133,0.723067,1555155719146963,71
-0.632607,0.180309,-0.211133,0.723067,1555155719148296,71
-0.632607,0.180309,-0.211133,0.723067,1555155719149658,71
-0.632668,0.180248,-0.211072,0.723067,1555155719150946,71
-0.632668,0.180248,-0.211072,0.723067,1555155719152295,71
-0.632668,0.180248,-0.211072,0.723067,1555155719153610,71
-0.632668,0.180248,-0.211072,0.723067,1555155719154942,71
-0.632607,0.180248,-0.211072,0.723128,1555155719156311,71
-0.632607,0.180248,-0.211072,0.723128,1555155719157581,71
-0.632607,0.180248,-0.211072,0.723128,1555155719158947,71
-0.632607,0.180248,-0.211072,0.723128,1555155719160261,71
-0.632607,0.180248,-0.211072,0.723128,1555155719161552,71
-0.632668,0.180187,-0.21095,0.723067,1555155719162894,71
-0.632668,0.180187,-0.21095,0.723067,1555155719164255,71
-0.632668,0.180187,-0.21095,0.723067,1555155719165575,71
-0.632668,0.180187,-0.21095,0.723067,1555155719166865,71
-0.632668,0.180187,-0.21095,0.723067,1555155719168203,71
-0.632668,0.180126,-0.210889,0.723128,1555155719169532,71
-0.632668,0.180126,-0.210889,0.723128,1555155719170872,71
-0.632668,0.180126,-0.210889,0.723128,1555155719172185,71
-0.632668,0.180126,-0.210889,0.723128,1555155719173512,71
-0.632729,0.180004,-0.210767,0.723128,1555155719174808,71
-0.632729,0.180004,-0.210767,0.723128,1555155719176158,71
-0.632729,0.180004,-0.210767,0.723128,1555155719177486,71
-0.632729,0.180004,-0.210767,0.723128,1555155719178849,71
-0.63279,0.179943,-0.210706,0.723128,1555155719180142,71
-0.63279,0.179943,-0.210706,0.723128,1555155719181500,71
-0.63279,0.179943,-0.210706,0.723128,1555155719182812,71
-0.63279,0.179943,-0.210706,0.723128,1555155719184158,71
-0.63279,0.179882,-0.210645,0.723189,1555155719185485,71
-0.63279,0.179882,-0.210645,0.723189,1555155719186800,71
-0.633095,0.178783,-0.209302,0.723555,1555155719339367,72
-0.633095,0.178661,-0.20918,0.723616,1555155719340725,72
-0.633095,0.178661,-0.20918,0.723616,1555155719342049,72
-0.633095,0.178661,-0.20918,0.723616,1555155719343400,72
-0.633095,0.178661,-0.20918,0.723616,1555155719344698,72
-0.633156,0.178539,-0.209058,0.723677,1555155719346032,72
-0.633156,0.178539,-0.209058,0.723677,1555155719347377,72
-0.633156,0.178539,-0.209058,0.723677,1555155719348714,72
-0.633156,0.178539,-0.209058,0.723677,1555155719350010,72
-0.633156,0.178356,-0.208875,0.723738,1555155719351352,72
-0.633156,0.178356,-0.208875,0.723738,1555155719352669,72
-0.633156,0.178356,-0.208875,0.723738,1555155719353992,72
-0.633156,0.178356,-0.208875,0.723738,1555155719355342,72
-0.633156,0.178172,-0.208631,0.72386,1555155719356715,72
-0.633156,0.178172,-0.208631,0.72386,1555155719358019,72
-0.633156,0.178172,-0.208631,0.72386,1555155719359300,72
-0.633156,0.178172,-0.208631,0.72386,1555155719360648,72
-0.633156,0.178172,-0.208631,0.72386,1555155719361999,72
-0.633278,0.177867,-0.208265,0.723921,1555155719363324,72
-0.633278,0.177867,-0.208265,0.723921,1555155719364615,72
-0.633278,0.177867,-0.208265,0.723921,1555155719365936,72
-0.633278,0.177867,-0.208265,0.723921,1555155719367263,72
-0.633278,0.177623,-0.207959,0.724104,1555155719368590,72
-0.633278,0.177623,-0.207959,0.724104,1555155719369940,72
-0.633278,0.177623,-0.207959,0.724104,1555155719371283,72
-0.633278,0.177623,-0.207959,0.724104,1555155719372597,72
-0.6334,0.177318,-0.207532,0.724165,1555155719373907,72
-0.6334,0.177318,-0.207532,0.724165,1555155719375232,72
-0.6334,0.177318,-0.207532,0.724165,1555155719376570,72
-0.6334,0.177318,-0.207532,0.724165,1555155719377890,72
-0.633462,0.177074,-0.207227,0.724287,1555155719379226,72
-0.633462,0.177074,-0.207227,0.724287,1555155719380567,72
-0.633462,0.177074,-0.207227,0.724287,1555155719381864,72
-0.633462,0.177074,-0.207227,0.724287,1555155719383210,72
-0.633462,0.177074,-0.207227,0.724287,1555155719384503,72
-0.633523,0.17683,-0.206983,0.724348,1555155719385831,72
-0.633523,0.17683,-0.206983,0.724348,1555155719387196,72
-0.63395,0.175548,-0.205701,0.724654,1555155719539770,73
-0.63395,0.175548,-0.205701,0.724654,1555155719541104,73
-0.63395,0.175548,-0.205701,0.724654,1555155719542434,73
-0.63395,0.175548,-0.205701,0.724654,1555155719543762,73
-0.634011,0.175426,-0.205518,0.724654,1555155719545097,73
-0.634011,0.175426,-0.205518,0.724654,1555155719546423,73
-0.634011,0.175426,-0.205518,0.724654,1555155719547802,73
-0.634011,0.175426,-0.205518,0.724654,1555155719549075,73
-0.634011,0.175304,-0.205335,0.724715,1555155719550425,73
-0.634011,0.175304,-0.205335,0.724715,1555155719551746,73
-0.634011,0.175304,-0.205335,0.724715,1555155719553091,73
-0.634011,0.175304,-0.205335,0.724715,1555155719554419,73
-0.634011,0.175304,-0.205335,0.724715,1555155719555771,73
-0.634072,0.17506,-0.205152,0.724776,1555155719557057,73
-0.634072,0.17506,-0.205152,0.724776,1555155719558370,73
-0.634072,0.17506,-0.205152,0.724776,1555155719559684,73
-0.634072,0.17506,-0.205152,0.724776,1555155719561051,73
-0.634072,0.17506,-0.205152,0.724776,1555155719562350,73
-0.634255,0.174754,-0.204785,0.724837,1555155719563705,73
-0.634255,0.174754,-0.204785,0.724837,1555155719565015,73
-0.634255,0.174754,-0.204785,0.724837,1555155719566332,73
-0.634255,0.174754,-0.204785,0.724837,1555155719567660,73
-0.634255,0.174754,-0.204785,0.724837,1555155719569021,73
-0.634255,0.174632,-0.204663,0.724898,1555155719570310,73
-0.634255,0.174632,-0.204663,0.724898,1555155719571661,73
-0.634255,0.174632,-0.204663,0.724898,1555155719572971,73
-0.634255,0.174632,-0.204663,0.724898,1555155719574303,73
-0.634316,0.17451,-0.204541,0.724898,1555155719575621,73
-0.634316,0.17451,-0.204541,0.724898,1555155719576947,73
-0.634316,0.17451,-0.204541,0.724898,1555155719578302,73
-0.634316,0.17451,-0.204541,0.724898,1555155719579623,73
-0.634255,0.174449,-0.204419,0.724959,1555155719580923,73
-0.634255,0.174449,-0.204419,0.724959,1555155719582249,73
-0.634255,0.174449,-0.204419,0.724959,1555155719583602,73
-0.634255,0.174449,-0.204419,0.724959,1555155719584957,73
-0.634255,0.174449,-0.204419,0.724959,1555155719586229,73
-0.63511,0.172191,-0.201795,0.725508,1555155719738837,74
-0.63511,0.172191,-0.201795,0.725508,1555155719740192,74
-0.63511,0.172191,-0.201795,0.725508,1555155719741520,74
-0.635171,0.171947,-0.201489,0.72563,1555155719742857,74
-0.635171,0.171947,-0.201489,0.72563,1555155719744149,74
-0.635171,0.171947,-0.201489,0.72563,1555155719745490,74
-0.635171,0.171947,-0.201489,0.72563,1555155719746847,74
-0.635232,0.171763,-0.201245,0.725691,1555155719748121,74
-0.635232,0.171763,-0.201245,0.725691,1555155719749472,74
-0.635232,0.171763,-0.201245,0.725691,1555155719750824,74
-0.635232,0.171763,-0.201245,0.725691,1555155719752154,74
-0.635232,0.171763,-0.201245,0.725691,1555155719753441,74
-0.635232,0.171763,-0.201245,0.725691,1555155719754783,74
-0.635232,0.17158,-0.201062,0.725752,1555155719756093,74
-0.635232,0.17158,-0.201062,0.725752,1555155719757441,74
-0.635232,0.17158,-0.201062,0.725752,1555155719758758,74
-0.635232,0.17158,-0.201062,0.725752,1555155719760092,74
-0.635232,0.17158,-0.201062,0.725752,1555155719761406,74
-0.635293,0.171397,-0.200818,0.725874,1555155719762743,74
-0.635293,0.171397,-0.200818,0.725874,1555155719764053,74
-0.635293,0.171397,-0.200818,0.725874,1555155719765404,74
-0.635293,0.171397,-0.200818,0.725874,1555155719766755,74
-0.635293,0.171397,-0.200818,0.725874,1555155719768061,74
-0.635293,0.171397,-0.200818,0.725874,1555155719769374,74
-0.635232,0.171336,-0.200696,0.725935,1555155719770698,74
-0.635232,0.171336,-0.200696,0.725935,1555155719772026,74
-0.635232,0.171336,-0.200696,0.725935,1555155719773350,74
-0.635293,0.171214,-0.200635,0.725935,1555155719774678,74
-0.635293,0.171214,-0.200635,0.725935,1555155719776007,74
-0.635293,0.171214,-0.200635,0.725935,1555155719777349,74
-0.635293,0.171214,-0.200635,0.725935,1555155719778654,74
-0.635354,0.171092,-0.200513,0.725935,1555155719779978,74
-0.635354,0.171092,-0.200513,0.725935,1555155719781326,74
-0.635354,0.171092,-0.200513,0.725935,1555155719782659,74
-0.635354,0.171092,-0.200513,0.725935,1555155719783974,74
-0.635354,0.171092,-0.200513,0.725935,1555155719785303,74
-0.635354,0.171092,-0.200513,0.725935,1555155719786604,74
-0.635537,0.170237,-0.199292,0.726302,1555155719939273,75
-0.635537,0.170237,-0.199292,0.726302,1555155719940622,75
-0.635537,0.170115,-0.19917,0.726363,1555155719941902,75
-0.635537,0.170115,-0.19917,0.726363,1555155719943254,75
-0.635537,0.170115,-0.19917,0.726363,1555155719944566,75
-0.635537,0.170115,-0.19917,0.726363,1555155719945885,75
-0.635598,0.169993,-0.199048,0.726363,1555155719947225,75
-0.635598,0.169993,-0.199048,0.726363,1555155719948528,75
-0.635598,0.169993,-0.199048,0.726363,1555155719949878,75
-0.635598,0.169993,-0.199048,0.726363,1555155719951190,75
-0.635598,0.16981,-0.198804,0.726424,1555155719952517,75
-0.635598,0.16981,-0.198804,0.726424,1555155719953862,75
-0.635598,0.16981,-0.198804,0.726424,1555155719955192,75
-0.635598,0.16981,-0.198804,0.726424,1555155719956530,75
-0.635659,0.169627,-0.198621,0.726485,1555155719957831,75
-0.635659,0.169627,-0.198621,0.726485,1555155719959177,75
-0.635659,0.169627,-0.198621,0.726485,1555155719960473,75
-0.635659,0.169627,-0.198621,0.726485,1555155719961835,75
-0.63572,0.169444,-0.198376,0.726546,1555155719963160,75
-0.63572,0.169444,-0.198376,0.726546,1555155719964458,75
-0.63572,0.169444,-0.198376,0.726546,1555155719965789,75
-0.63572,0.169444,-0.198376,0.726546,1555155719967118,75
-0.63572,0.169444,-0.198376,0.726546,1555155719968454,75
-0.635781,0.169261,-0.198193,0.726607,1555155719969776,75
-0.635781,0.169261,-0.198193,0.726607,1555155719971083,75
-0.635781,0.169261,-0.198193,0.726607,1555155719972432,75
-0.635781,0.169261,-0.198193,0.726607,1555155719973793,75
-0.635842,0.169078,-0.197949,0.726668,1555155719975090,75
-0.635842,0.169078,-0.197949,0.726668,1555155719976429,75
-0.635842,0.169078,-0.197949,0.726668,1555155719977735,75
-0.635842,0.169078,-0.197949,0.726668,1555155719979066,75
-0.635903,0.168895,-0.197766,0.726729,1555155719980402,75
-0.635903,0.168895,-0.197766,0.726729,1555155719981718,75
-0.635903,0.168895,-0.197766,0.726729,1555155719983037,75
-0.635903,0.168895,-0.197766,0.726729,1555155719984361,75
-0.635964,0.168711,-0.197522,0.72679,1555155719985708,75
-0.635964,0.168711,-0.197522,0.72679,1555155719987048,75
-0.636574,0.166819,-0.195202,0.727278,1555155720139631,76
-0.636574,0.166819,-0.195202,0.727278,1555155720141016,76
-0.636574,0.166819,-0.195202,0.727278,1555155720142294,76
-0.636636,0.166636,-0.195019,0.727339,1555155720143616,76
-0.636636,0.166636,-0.195019,0.727339,1555155720144963,76
-0.636636,0.166636,-0.195019,0.727339,1555155720146274,76
-0.636636,0.166636,-0.195019,0.727339,1555155720147620,76
-0.636636,0.166514,-0.194836,0.7274,1555155720148953,76
-0.636636,0.166514,-0.194836,0.7274,1555155720150236,76
-0.636636,0.166514,-0.194836,0.7274,1555155720151580,76
-0.636697,0.166331,-0.194653,0.727461,1555155720152931,76
-0.636697,0.166331,-0.194653,0.727461,1555155720154242,76
-0.636697,0.166331,-0.194653,0.727461,1555155720155582,76
-0.636697,0.166331,-0.194653,0.727461,1555155720156886,76
-0.636697,0.166331,-0.194653,0.727461,1555155720158207,76
-0.636758,0.166209,-0.194531,0.727461,1555155720159546,76
-0.636758,0.166209,-0.194531,0.727461,1555155720160926,76
-0.636758,0.166209,-0.194531,0.727461,1555155720162220,76
-0.636758,0.166209,-0.194531,0.727461,1555155720163552,76
-0.636758,0.166209,-0.194531,0.727461,1555155720164866,76
-0.636758,0.166026,-0.194348,0.727522,1555155720166178,76
-0.636758,0.166026,-0.194348,0.727522,1555155720167521,76
