q_w,q_x,q_y,q_z,t
-0.6300016343593597,-0.15556836873292923,0.2002083957195282,0.7341356836259365,1555155747353157.0
-0.629961721599102,-0.15560828149318695,0.20026859641075134,0.7341556400060654,1555155747354448.0
-0.629921,-0.15564899891614914,0.2003299966454506,0.7341760024428368,1555155747355765.0
-0.629921,-0.15567979216575623,0.20037618279457092,0.7341452166438103,1555155747357110.0
-0.629921,-0.15571001172065735,0.2004215121269226,0.7341149970889091,1555155747358430.0
-0.629921,-0.15574023127555847,0.2004668414592743,0.734084777534008,1555155747359750.0
-0.629921,-0.15577100217342377,0.20051299966871738,0.7340539991855621,1555155747361094.0
-0.629921,-0.15580768138170242,0.20052522607147694,0.7340417727828026,1555155747362427.0
-0.629921,-0.15584444254636765,0.20053747855126858,0.7340295203030109,1555155747363763.0
-0.629921,-0.15588153153657913,0.20054984278976917,0.7340171560645103,1555155747365111.0
-0.629921,-0.15591735392808914,0.2005617842078209,0.7340052146464586,1555155747366413.0
-0.629921,-0.1559539996087551,0.20057399943470955,0.733993,1555155747367745.0
-0.629921,-0.155966030433774,0.20059806108474731,0.733993,1555155747369050.0
-0.629921,-0.15597854927182198,0.20062309876084328,0.733993,1555155747370408.0
-0.629921,-0.15599044226109982,0.20064688473939896,0.733993,1555155747371698.0
-0.629921,-0.15600278601050377,0.20067157223820686,0.733993,1555155747373037.0
-0.629921,-0.15601500123739243,0.20069600082933903,0.73399299941957,1555155747374362.0
-0.629921,-0.1560397781431675,0.20070838928222656,0.7339806109666824,1555155747375708.0
-0.629921,-0.15606405586004257,0.2007205281406641,0.7339684721082449,1555155747377027.0
-0.629921,-0.1560879684984684,0.20073248259723186,0.733956515789032,1555155747378326.0
-0.629921,-0.15611235797405243,0.20074467733502388,0.7339443229138851,1555155747379651.0
-0.6299210004508495,-0.15613700076937675,0.2007569968700409,0.7339319999999999,1555155747380990.0
-0.6299057714641094,-0.15615223348140717,0.20078746229410172,0.7339319999999999,1555155747382321.0
-0.6298904605209827,-0.15616754069924355,0.20081807672977448,0.7339319999999999,1555155747383659.0
-0.629875186830759,-0.15618281811475754,0.20084863156080246,0.7339319999999999,1555155747384994.0
-0.6298600000000001,-0.156198,0.200879,0.7339319999999999,1555155747386321.0
-0.6295550018548965,-0.15729700028896332,0.20234400033950806,0.7335650026798248,1555155747538888.0
-0.6296162307262421,-0.15732761472463608,0.20243583619594574,0.7334731668233871,1555155747540224.0
-0.6296770013868809,-0.15735800005495548,0.20252699963748455,0.7333820015192032,1555155747541550.0
-0.629652563482523,-0.15737021900713444,0.2025147806853056,0.7334064394235611,1555155747542885.0
-0.6296278350055218,-0.15738258324563503,0.202502416446805,0.7334311679005623,1555155747544236.0
-0.6296038180589676,-0.15739459171891212,0.2024904079735279,0.7334551848471165,1555155747545548.0
-0.6295791827142239,-0.157406909391284,0.2024780884385109,0.7334798201918602,1555155747546894.0
-0.6295550018548965,-0.15741899982094765,0.20246599987149239,0.7335039973258972,1555155747548215.0
-0.6295855939388275,-0.15743429586291313,0.20248129591345787,0.7334734052419662,1555155747549547.0
-0.6296158656477928,-0.15744943171739578,0.20249643176794052,0.733443133533001,1555155747550865.0
-0.6296461820602417,-0.15746458992362022,0.20251158997416496,0.7334128171205521,1555155747552185.0
-0.6296769995242357,-0.1574799995869398,0.20252699963748455,0.733381999656558,1555155747553527.0
-0.6296650413423777,-0.15749195776879787,0.20251504331827164,0.7333939578384161,1555155747554830.0
-0.6296528447419405,-0.1575041525065899,0.20250284671783447,0.7334061544388533,1555155747556159.0
-0.629640594124794,-0.15751640498638153,0.20249059423804283,0.7334184050559998,1555155747557494.0
-0.6296284161508083,-0.1575285829603672,0.20247841626405716,0.7334305830299854,1555155747558821.0
-0.6296159997582436,-0.15754100000000001,0.20246599987149239,0.7334429994225502,1555155747560174.0
-0.6296278778463602,-0.15754100000000001,0.20247787982225418,0.7334192395210266,1555155747561463.0
-0.6296403389424086,-0.15754100000000001,0.2024903390556574,0.7333943210542202,1555155747562815.0
-0.6296525131911039,-0.15754100000000001,0.20250251330435276,0.7333699725568295,1555155747564136.0
-0.6296648252755404,-0.15754100000000001,0.20251482538878918,0.7333453483879566,1555155747565472.0
-0.6296769995242357,-0.15754099935293198,0.2025270015001297,0.733321,1555155747566793.0
-0.6296648103743792,-0.15757756680250168,0.2025635689496994,0.733321,1555155747568117.0
-0.6296524181962013,-0.15761474519968033,0.20260073989629745,0.733321,1555155747569463.0
-0.629640394821763,-0.15765081346035004,0.20263680815696716,0.733321,1555155747570769.0
-0.6296281423419714,-0.15768757462501526,0.20267356932163239,0.733321,1555155747572100.0
-0.6296159997582436,-0.15772400051355362,0.20270999893546104,0.733321,1555155747573419.0
-0.6296035051345825,-0.15773670002818108,0.20273498818278313,0.733321,1555155747574777.0
-0.6295915078371763,-0.1577488947659731,0.20275898277759552,0.733321,1555155747576081.0
-0.6295792162418365,-0.15776138752698898,0.20278356596827507,0.733321,1555155747577417.0
-0.6295672729611397,-0.15777352638542652,0.2028074525296688,0.733321,1555155747578715.0
-0.6295549999922514,-0.15778600051999092,0.20283199846744537,0.733321,1555155747580049.0
-0.6295418683439493,-0.15781226381659508,0.20285826176404953,0.733321,1555155747581478.0
-0.6295302994549274,-0.15783540159463882,0.20288139954209328,0.733321,1555155747582737.0
-0.6295182779431343,-0.1578594408929348,0.20290543884038925,0.733321,1555155747584045.0
-0.629506066441536,-0.15788386762142181,0.20292986556887627,0.733321,1555155747585374.0
-0.629494,-0.157908,0.202954,0.733321,1555155747586687.0
-0.628945,-0.15931099999999998,0.204846,0.732955,1555155747739302.0
-0.6290059983730316,-0.1594950035214424,0.2051519975066185,0.7327720001339912,1555155747740620.0
-0.6289599314332008,-0.15952571481466293,0.20518270879983902,0.7327873557806015,1555155747741963.0
-0.6289150267839432,-0.15955565124750137,0.20521263778209686,0.7328023239970207,1555155747743272.0
-0.6288684830069542,-0.15958668291568756,0.20524366945028305,0.7328178398311138,1555155747744629.0
-0.6288230009377003,-0.15961699932813644,0.20527400076389313,0.7328329980373383,1555155747745955.0
-0.6288381665945053,-0.15966249257326126,0.20536498725414276,0.7327875047922134,1555155747747278.0
-0.6288537979125977,-0.1597093939781189,0.20545879006385803,0.7327406033873558,1555155747748642.0
-0.6288686208426952,-0.15975385159254074,0.20554770529270172,0.7326961383223534,1555155747749935.0
-0.6288840025663376,-0.1597999930381775,0.2056400030851364,0.7326500006020069,1555155747751277.0
-0.6288543790578842,-0.1598740667104721,0.20566963404417038,0.7326648123562336,1555155747752569.0
-0.6288227513432503,-0.15995313227176666,0.20570125430822372,0.7326806262135506,1555155747753948.0
-0.6287931725382805,-0.16002708673477173,0.2057308405637741,0.7326954156160355,1555155747755238.0
-0.628762,-0.16010499745607376,0.20576199889183044,0.7327110022306442,1555155747756597.0
-0.628762,-0.1601508930325508,0.20583848655223846,0.7326804026961327,1555155747757920.0
-0.628762,-0.16019536554813385,0.20591261982917786,0.7326507568359375,1555155747759202.0
-0.628762,-0.16024209558963776,0.2059904932975769,0.7326195985078812,1555155747760549.0
-0.628761999309063,-0.1602879986166954,0.20606700330972672,0.7325890008360147,1555155747761872.0
-0.6287413612008095,-0.16031870245933533,0.20609770715236664,0.7325787637382746,1555155747763211.0
-0.6287214010953903,-0.16034840047359467,0.20612740516662598,0.7325688656419516,1555155747764506.0
-0.6287006996572018,-0.16037920117378235,0.20615820586681366,0.732558598741889,1555155747765849.0
-0.628680445253849,-0.1604093313217163,0.20618833601474762,0.7325485553592443,1555155747767163.0
-0.628659438341856,-0.160440593957901,0.2062195986509323,0.7325381357222795,1555155747768526.0
-0.6286390000000001,-0.16047099977731705,0.20624999701976776,0.7325280010700226,1555155747769852.0
-0.6286390000000001,-0.16051585227251053,0.20629484951496124,0.7325130477547646,1555155747771150.0
-0.6286390000000001,-0.16056250035762787,0.20634149760007858,0.7324974983930588,1555155747772500.0
-0.6286390000000001,-0.16060808300971985,0.20638708025217056,0.7324823066592216,1555155747773819.0
-0.6286390013992786,-0.1606540009379387,0.2064329981803894,0.7324669994413853,1555155747775148.0
-0.6286238208413124,-0.1606995314359665,0.20649395883083344,0.7324518226087093,1555155747776466.0
-0.6286087706685066,-0.16074468940496445,0.20655441284179688,0.7324367724359035,1555155747777773.0
