angv_x,angv_y,angv_z,lina_x,lina_y,lina_z
2.5,-0.0625,-0.6875,-0.01,-0.07,0.05
2.5,-0.0625,-0.6875,-0.01,-0.07,0.05
2.5,-0.0625,-0.6875,-0.01,-0.07,0.05
2.625,-0.5625,0.375,-0.01,-0.07,0.05
2.625,-0.5625,0.375,0.07,0.04,-0.07
2.625,-0.5625,0.375,0.07,0.04,-0.07
2.625,-0.5625,0.375,0.07,0.04,-0.07
2.625,-0.5625,0.375,0.07,0.04,-0.07
3.0625,0,-0.1875,0.07,0.04,-0.07
3.0625,0,-0.1875,0.03,0.17,-0.11
3.0625,0,-0.1875,0.03,0.17,-0.11
3.0625,0,-0.1875,0.03,0.17,-0.11
2.5625,-0.0625,-0.5625,0.03,0.17,-0.11
2.5625,-0.0625,-0.5625,0.03,0.17,-0.11
2.5625,-0.0625,-0.5625,0.05,0.09,-0.12
2.0625,0.0625,0.625,-0.01,0.03,0
2.0625,0.0625,0.625,-0.01,0.03,0
2.0625,0.0625,0.625,-0.01,0.03,0
1.4375,0.125,-0.6875,-0.01,0.03,0
1.4375,0.125,-0.6875,-0.05,-0.18,0.01
1.4375,0.125,-0.6875,-0.05,-0.18,0.01
1.4375,0.125,-0.6875,-0.05,-0.18,0.01
2.625,-0.25,0.9375,-0.05,-0.18,0.01
2.625,-0.25,0.9375,-0.05,-0.18,0.01
2.625,-0.25,0.9375,0.09,0.09,-0.19
2.625,-0.25,0.9375,0.09,0.09,-0.19
2.625,-0.25,0.9375,0.09,0.09,-0.19
1.9375,0.3125,-1.125,0.09,0.09,-0.19
1.9375,0.3125,-1.125,0.09,0.09,-0.19
1.9375,0.3125,-1.125,-0.01,-0.1,-0.02
1.9375,0.3125,-1.125,-0.01,-0.1,-0.02
1.9375,0.3125,-1.125,-0.01,-0.1,-0.02
2.875,-0.1875,0.8125,-0.01,-0.1,-0.02
2.875,-0.1875,0.8125,0.1,0.21,-0.09
2.875,-0.1875,0.8125,0.1,0.21,-0.09
2.875,-0.1875,0.8125,0.1,0.21,-0.09
2.4375,0.0625,-1,0.1,0.21,-0.09
2.4375,0.0625,-1,-0.04,0.01,0
2.4375,0.0625,-1,-0.04,0.01,0
2.4375,0.0625,-1,-0.04,0.01,0
2.75,-0.1875,0.125,-0.04,0.01,0
2.75,-0.1875,0.125,0.03,-0.03,-0.01
2.75,-0.1875,0.125,0.03,-0.03,-0.01
2.75,-0.1875,0.125,0.03,-0.03,-0.01
2.75,-0.1875,0.125,0.03,-0.03,-0.01
2.75,0.3125,-0.3125,0.03,-0.03,-0.01
2.75,0.3125,-0.3125,-0.04,-0.04,-0.05
2.75,0.3125,-0.3125,-0.04,-0.04,-0.05
2.75,0.3125,-0.3125,-0.04,-0.04,-0.05
2.5625,0,-0.375,-0.04,-0.04,-0.05
2.5625,0,-0.375,-0.01,-0.06,-0.1
2.5625,0,-0.375,-0.01,-0.06,-0.1
0.75,-0.25,-0.1875,0.1,0.11,-0.06
0.75,-0.25,-0.1875,0.1,0.11,-0.06
1.875,-0.4375,0.625,0.1,0.11,-0.06
1.875,-0.4375,0.625,0.1,0.11,-0.06
1.875,-0.4375,0.625,0.11,0,-0.14
1.875,-0.4375,0.625,0.11,0,-0.14
1.875,-0.4375,0.625,0.11,0,-0.14
1.5,-0.3125,-0.8125,0.11,0,-0.14
1.5,-0.3125,-0.8125,0.11,0.24,-0.14
1.5,-0.3125,-0.8125,0.11,0.24,-0.14
1.5,-0.3125,-0.8125,0.11,0.24,-0.14
1.5,-0.3125,-0.8125,0.11,0.24,-0.14
2.875,-0.1875,0.875,0.11,0.24,-0.14
2.875,-0.1875,0.875,-0.05,-0.06,-0.04
2.875,-0.1875,0.875,-0.05,-0.06,-0.04
2.875,-0.1875,0.875,-0.05,-0.06,-0.04
2.875,-0.1875,0.875,-0.05,-0.06,-0.04
2.8125,0.1875,0.875,-0.05,-0.06,-0.04
2.8125,0.1875,0.875,0.09,0.06,-0.09
2.8125,0.1875,0.875,0.09,0.06,-0.09
2.8125,0.1875,0.875,0.09,0.06,-0.09
2.8125,0.1875,0.875,0.09,0.06,-0.09
2.8125,0.1875,0.875,-0.05,-0.12,0.04
2.8125,0.1875,0.875,-0.05,-0.12,0.04
2.8125,0.1875,0.875,-0.05,-0.12,0.04
2.5625,0.5625,-1.125,-0.05,-0.12,0.04
2.5625,0.5625,-1.125,-0.03,0.12,-0.07
2.5625,0.5625,-1.125,-0.03,0.12,-0.07
2.5625,0.5625,-1.125,-0.03,0.12,-0.07
2.5625,0.5625,-1.125,-0.03,0.12,-0.07
2.75,0.0625,0.25,-0.03,0.12,-0.07
2.75,0.0625,0.25,-0.08,0,-0.11
2.75,0.0625,0.25,-0.08,0,-0.11
2.75,0.0625,0.25,-0.08,0,-0.11
2.75,-0.4375,0,-0.08,0,-0.11
2.75,-0.4375,0,-0.06,-0.17,-0.08
2.75,-0.4375,0,-0.06,-0.17,-0.08
1.4375,-0.5625,-0.25,0,-0.03,0
1.4375,-0.5625,-0.25,0,-0.03,0
1.4375,-0.5625,-0.25,0,-0.03,0
2.3125,-0.25,0.4375,0,-0.03,0
2.3125,-0.25,0.4375,0.03,-0.1,-0.03
2.3125,-0.25,0.4375,0.03,-0.1,-0.03
2.3125,-0.25,0.4375,0.03,-0.1,-0.03
2.3125,-0.25,0.4375,0.03,-0.1,-0.03
1.8125,-0.125,-0.5,0.03,-0.1,-0.03
1.8125,-0.125,-0.5,0.15,0.24,-0.16
1.8125,-0.125,-0.5,0.15,0.24,-0.16
1.8125,-0.125,-0.5,0.15,0.24,-0.16
1.8125,-0.125,-0.5,0.15,0.24,-0.16
1.8125,0.375,-0.8125,0.15,0.24,-0.16
1.8125,0.375,-0.8125,0.06,0,-0.09
1.8125,0.375,-0.8125,0.06,0,-0.09
1.8125,0.375,-0.8125,0.06,0,-0.09
1.8125,0.375,-0.8125,0.06,0,-0.09
2.75,0.375,1.375,0.06,0,-0.09
2.75,0.375,1.375,0,0.32,-0.01
2.75,0.375,1.375,0,0.32,-0.01
2.75,0.375,1.375,0,0.32,-0.01
1.875,0.3125,-0.6875,0,0.32,-0.01
1.875,0.3125,-0.6875,-0.06,-0.03,0.02
1.875,0.3125,-0.6875,-0.06,-0.03,0.02
1.875,0.3125,-0.6875,-0.06,-0.03,0.02
1.875,0.3125,-0.6875,-0.06,-0.03,0.02
1.875,0.3125,-0.6875,0.04,0.01,-0.07
1.875,0.3125,-0.6875,0.04,0.01,-0.07
1.875,0.3125,-0.6875,0.04,0.01,-0.07
2.3125,0.25,-0.25,0.04,0.01,-0.07
2.3125,0.25,-0.25,-0.1,-0.1,-0.02
2.3125,0.25,-0.25,-0.1,-0.1,-0.02
2.3125,0.25,-0.25,-0.1,-0.1,-0.02
2.3125,0.25,-0.25,-0.1,-0.1,-0.02
2.125,-0.25,0,-0.1,-0.1,-0.02
2.125,-0.25,0,-0.1,-0.1,-0.02
1.4375,-0.0625,0.9375,0.11,0.13,-0.09
1.4375,-0.0625,0.9375,0.09,0.1,0.01
1.4375,-0.0625,0.9375,0.09,0.1,0.01
1.4375,-0.0625,0.9375,0.09,0.1,0.01
1.4375,-0.0625,0.9375,0.09,0.1,0.01
1.4375,-0.0625,0.9375,-0.01,-0.13,0.01
1.4375,-0.0625,0.9375,-0.01,-0.13,0.01
1.4375,-0.0625,0.9375,-0.01,-0.13,0.01
1.4375,-0.0625,0.9375,-0.01,-0.13,0.01
1.625,0.1875,1.125,-0.01,-0.13,0.01
1.625,0.1875,1.125,0.06,0.18,-0.09
1.625,0.1875,1.125,0.06,0.18,-0.09
0.625,0.5,-0.5,0.06,0.18,-0.09
0.625,0.5,-0.5,0.06,0.18,-0.09
0.625,0.5,-0.5,0.04,0,-0.1
0.625,0.5,-0.5,0.04,0,-0.1
0.625,0.5,-0.5,0.04,0,-0.1
1.0625,0.4375,1.25,0.04,0,-0.1
1.0625,0.4375,1.25,0.12,0.3,-0.09
1.0625,0.4375,1.25,0.12,0.3,-0.09
1.0625,0.4375,1.25,0.12,0.3,-0.09
0.1875,1,-0.875,0.12,0.3,-0.09
0.1875,1,-0.875,0.12,0.3,-0.09
0.1875,1,-0.875,-0.01,0,0
0.1875,1,-0.875,-0.01,0,0
0.1875,1,-0.875,-0.01,0,0
0.5625,0.3125,0.4375,-0.01,0,0
0.5625,0.3125,0.4375,-0.01,0,0
0.5625,0.3125,0.4375,-0.01,0,0
0.5625,0.3125,0.4375,-0.06,0.16,-0.06
0.5625,0.3125,0.4375,-0.06,0.16,-0.06
0.5625,0.3125,0.4375,-0.06,0.16,-0.06
0.375,0.625,-0.875,-0.06,0.16,-0.06
0.375,0.625,-0.875,-0.06,0.16,-0.06
0.375,0.625,-0.875,-0.11,-0.22,-0.1
0.375,0.625,-0.875,-0.11,-0.22,-0.1
3.625,-0.625,-0.1875,0.03,0,-0.05
4,-0.5,0.125,0.03,0,-0.05
4,-0.5,0.125,0.04,0.05,0.04
4,-0.5,0.125,0.04,0.05,0.04
4,-0.5,0.125,0.04,0.05,0.04
3,-0.4375,-1.0625,0.04,0.05,0.04
3,-0.4375,-1.0625,0.09,0.12,-0.15
3,-0.4375,-1.0625,0.09,0.12,-0.15
3,-0.4375,-1.0625,0.09,0.12,-0.15
3.375,-0.125,0.5625,0.09,0.12,-0.15
3.375,-0.125,0.5625,0.17,0.32,-0.16
3.375,-0.125,0.5625,0.17,0.32,-0.16
3.375,-0.125,0.5625,0.17,0.32,-0.16
2.125,0.4375,-1.4375,0.17,0.32,-0.16
2.125,0.4375,-1.4375,0.17,0.32,-0.16
2.125,0.4375,-1.4375,-0.03,0.01,-0.07
2.125,0.4375,-1.4375,-0.03,0.01,-0.07
2.125,0.4375,-1.4375,-0.03,0.01,-0.07
2.6875,0.1875,0.8125,-0.03,0.01,-0.07
2.6875,0.1875,0.8125,-0.03,0.01,-0.07
2.6875,0.1875,0.8125,-0.04,0.31,-0.05
2.6875,0.1875,0.8125,-0.04,0.31,-0.05
1.0625,0.4375,-1.0625,-0.04,0.31,-0.05
1.0625,0.4375,-1.0625,-0.04,0.31,-0.05
1.0625,0.4375,-1.0625,-0.01,-0.05,0.02
1.0625,0.4375,-1.0625,-0.01,-0.05,0.02
1.0625,0.4375,-1.0625,-0.01,-0.05,0.02
1.3125,0,0.75,-0.01,-0.05,0.02
1.3125,0,0.75,-0.01,-0.05,0.02
1.3125,0,0.75,-0.01,-0.05,0.02
1.3125,0,0.75,0,0.21,-0.05
1.3125,0,0.75,0,0.21,-0.05
1.3125,0,0.75,0,0.21,-0.05
0.75,0.4375,-0.3125,0,0.21,-0.05
0.75,0.4375,-0.3125,0,0.21,-0.05
0.75,0.4375,-0.3125,0.09,0.16,-0.12
0.75,0.4375,-0.3125,0.09,0.16,-0.12
2.75,-0.6875,-0.125,0.05,0.06,0.04
2.75,-0.6875,-0.125,0.05,0.06,0.04
2.75,-0.6875,-0.125,0.05,0.06,0.04
3.3125,-0.1875,0.25,0.05,0.06,0.04
3.3125,-0.1875,0.25,0.05,0.06,0.04
3.3125,-0.1875,0.25,0.05,0.06,0.04
3.3125,-0.1875,0.25,0.05,0.06,0.04
2.5625,-0.0625,-0.8125,0.05,0.06,0.04
2.5625,-0.0625,-0.8125,0.05,0.06,0.04
2.5625,-0.0625,-0.8125,0,0.08,-0.1
2.5625,-0.0625,-0.8125,0,0.08,-0.1
2.5625,-0.0625,-0.8125,0,0.08,-0.1
2.5625,-0.0625,-0.8125,0,0.08,-0.1
3.5,-0.125,0.8125,0,0.08,-0.1
3.5,-0.125,0.8125,0.05,-0.01,-0.09
3.5,-0.125,0.8125,0.05,-0.01,-0.09
3.5,-0.125,0.8125,0.05,-0.01,-0.09
3.5,-0.125,0.8125,0.05,-0.01,-0.09
3.125,0.1875,1,0.05,-0.01,-0.09
3.125,0.1875,1,0.05,0.3,-0.08
3.125,0.1875,1,0.05,0.3,-0.08
3.125,0.1875,1,0.05,0.3,-0.08
3.125,0.1875,1,0.05,0.3,-0.08
3.125,0.1875,1,-0.05,0.01,0.03
3.125,0.1875,1,-0.05,0.01,0.03
3.125,0.1875,1,-0.05,0.01,0.03
2,0.4375,-1.25,-0.05,0.01,0.03
2,0.4375,-1.25,-0.03,0.21,-0.09
2,0.4375,-1.25,-0.03,0.21,-0.09
2,0.4375,-1.25,-0.03,0.21,-0.09
2,0.4375,-1.25,-0.03,0.21,-0.09
1.6875,0.25,-0.6875,-0.03,0.21,-0.09
1.6875,0.25,-0.6875,-0.05,-0.04,-0.03
1.6875,0.25,-0.6875,-0.05,-0.04,-0.03
1.6875,0.25,-0.6875,-0.05,-0.04,-0.03
1.6875,0.25,-0.6875,-0.05,-0.04,-0.03
1.75,-0.125,0.25,-0.05,-0.04,-0.03
3.1875,-0.4375,-0.25,0.02,0.07,-0.07
3.1875,-0.4375,-0.25,0.02,0.07,-0.07
3.1875,-0.4375,-0.25,-0.02,-0.06,0
3.1875,-0.4375,-0.25,-0.02,-0.06,0
3.75,-0.5625,0,-0.02,-0.06,0
3.75,-0.5625,0,-0.02,-0.06,0
3.75,-0.5625,0,0.12,0.16,-0.13
3.75,-0.5625,0,0.12,0.16,-0.13
3.75,-0.5625,0,0.12,0.16,-0.13
2.875,-0.5625,-0.75,0.12,0.16,-0.13
2.875,-0.5625,-0.75,0.08,0.21,-0.14
2.875,-0.5625,-0.75,0.08,0.21,-0.14
2.875,-0.5625,-0.75,0.08,0.21,-0.14
2.5625,-0.125,-1,0.08,0.21,-0.14
2.5625,-0.125,-1,0.05,-0.09,-0.06
2.5625,-0.125,-1,0.05,-0.09,-0.06
2.5625,-0.125,-1,0.05,-0.09,-0.06
2.5625,-0.125,-1,0.05,-0.09,-0.06
3.5,-0.0625,1.375,0.05,-0.09,-0.06
3.5,-0.0625,1.375,0.04,0.04,-0.01
3.5,-0.0625,1.375,0.04,0.04,-0.01
3.5,-0.0625,1.375,0.04,0.04,-0.01
2.8125,0.25,-0.8125,0.04,0.04,-0.01
2.8125,0.25,-0.8125,0.05,-0.13,-0.04
2.8125,0.25,-0.8125,0.05,-0.13,-0.04
2.8125,0.25,-0.8125,0.05,-0.13,-0.04
2.8125,0.25,-0.8125,0.05,-0.13,-0.04
2.8125,0.25,-0.8125,0.02,0.19,-0.06
2.8125,0.25,-0.8125,0.02,0.19,-0.06
2.8125,0.25,-0.8125,0.02,0.19,-0.06
2.8125,0.25,-0.8125,0.02,0.19,-0.06
2.9375,0.5,-0.375,0.02,0.19,-0.06
2.9375,0.5,-0.375,-0.04,-0.06,-0.05
2.9375,0.5,-0.375,-0.04,-0.06,-0.05
2.9375,0.5,-0.375,-0.04,-0.06,-0.05
2.9375,0.5,-0.375,-0.04,-0.06,-0.05
3.25,0.0625,0.5625,-0.04,-0.06,-0.05
2.125,-0.125,-0.0625,0.03,0.16,-0.05
2.125,-0.125,-0.0625,0.03,0.16,-0.05
2.75,-0.1875,-0.1875,0.03,0.16,-0.05
2.75,-0.1875,-0.1875,-0.04,-0.05,0.03
2.75,-0.1875,-0.1875,-0.04,-0.05,0.03
2.75,-0.1875,-0.1875,-0.04,-0.05,0.03
2.375,-0.5,-0.8125,-0.04,-0.05,0.03
2.375,-0.5,-0.8125,0.01,0,-0.06
2.375,-0.5,-0.8125,0.01,0,-0.06
2.375,-0.5,-0.8125,0.01,0,-0.06
3.3125,-0.5,0.5,0.01,0,-0.06
3.3125,-0.5,0.5,0.02,0.05,-0.08
3.3125,-0.5,0.5,0.02,0.05,-0.08
3.3125,-0.5,0.5,0.02,0.05,-0.08
3.3125,-0.5,0.5,0.02,0.05,-0.08
2.1875,-0.4375,-1.25,0.02,0.05,-0.08
2.1875,-0.4375,-1.25,0.19,0.1,-0.15
2.1875,-0.4375,-1.25,0.19,0.1,-0.15
2.1875,-0.4375,-1.25,0.19,0.1,-0.15
2.8125,0.125,0.75,0.19,0.1,-0.15
2.8125,0.125,0.75,0.07,0.23,-0.04
2.8125,0.125,0.75,0.07,0.23,-0.04
2.8125,0.125,0.75,0.07,0.23,-0.04
1.875,0.5,-1.125,0.07,0.23,-0.04
1.875,0.5,-1.125,0.02,-0.16,0.03
1.875,0.5,-1.125,0.02,-0.16,0.03
1.875,0.5,-1.125,0.02,-0.16,0.03
1.875,0.5,-1.125,0.02,-0.16,0.03
1.875,0.5,-1.125,0.01,0.08,-0.01
1.875,0.5,-1.125,0.01,0.08,-0.01
1.875,0.5,-1.125,0.01,0.08,-0.01
1.875,0.5,-1.125,0.01,0.08,-0.01
2.375,0.5,-0.6875,0.01,0.08,-0.01
2.375,0.5,-0.6875,-0.05,-0.1,-0.17
2.375,0.5,-0.6875,-0.05,-0.1,-0.17
2.375,0.5,-0.6875,-0.05,-0.1,-0.17
2.375,0.5,-0.6875,-0.05,-0.1,-0.17
2.25,-0.0625,0.125,0.05,0.13,-0.1
2.25,-0.0625,0.125,0.05,0.13,-0.1
2.8125,0.0625,0,0.05,0.13,-0.1
2.8125,0.0625,0,0.05,0.13,-0.1
2.8125,0.0625,0,0,0.04,0.01
2.8125,0.0625,0,0,0.04,0.01
2.8125,0.0625,0,0,0.04,0.01
2.5,-0.125,-0.75,0,0.04,0.01
2.5,-0.125,-0.75,0.1,0.17,-0.11
2.5,-0.125,-0.75,0.1,0.17,-0.11
2.5,-0.125,-0.75,0.1,0.17,-0.11
3.5625,-0.375,0.4375,0.1,0.17,-0.11
3.5625,-0.375,0.4375,0,0.03,-0.1
3.5625,-0.375,0.4375,0,0.03,-0.1
3.5625,-0.375,0.4375,0,0.03,-0.1
2.6875,-0.125,-1.375,0,0.03,-0.1
2.6875,-0.125,-1.375,0,0.03,-0.1
2.6875,-0.125,-1.375,0.06,-0.04,-0.12
2.6875,-0.125,-1.375,0.06,-0.04,-0.12
2.6875,-0.125,-1.375,0.06,-0.04,-0.12
3.6875,-0.0625,0.875,0.06,-0.04,-0.12
3.6875,-0.0625,0.875,-0.01,0.09,0.03
3.6875,-0.0625,0.875,-0.01,0.09,0.03
3.6875,-0.0625,0.875,-0.01,0.09,0.03
2.25,0.375,-1.3125,-0.01,0.09,0.03
2.25,0.375,-1.3125,0.1,0.11,-0.08
2.25,0.375,-1.3125,0.1,0.11,-0.08
2.25,0.375,-1.3125,0.1,0.11,-0.08
2.5,0.125,0.5625,0.05,0.3,-0.05
2.5,0.125,0.5625,0.05,0.3,-0.05
2.5,0.125,0.5625,0.05,0.3,-0.05
1.5625,0.625,-0.875,0.05,0.3,-0.05
1.5625,0.625,-0.875,0.05,0.3,-0.05
1.5625,0.625,-0.875,-0.04,0.04,-0.05
1.5625,0.625,-0.875,-0.04,0.04,-0.05
1.5625,0.625,-0.875,-0.04,0.04,-0.05
1.4375,0.125,0.5,-0.04,0.04,-0.05
2.125,-0.5,0.4375,0.09,0.16,-0.06
2.125,-0.5,0.4375,0.09,0.16,-0.06
2.0625,0.25,-0.0625,0.09,0.16,-0.06
2.0625,0.25,-0.0625,-0.05,-0.24,0.05
2.0625,0.25,-0.0625,-0.05,-0.24,0.05
2.0625,0.25,-0.0625,-0.05,-0.24,0.05
2.0625,0.25,-0.0625,-0.05,-0.24,0.05
2.0625,0.25,-0.0625,0.06,0.02,-0.06
2.0625,0.25,-0.0625,0.06,0.02,-0.06
2.0625,0.25,-0.0625,0.06,0.02,-0.06
2.0625,0.25,-0.0625,0.06,0.02,-0.06
3.0625,0.1875,0.625,0.06,0.02,-0.06
3.0625,0.1875,0.625,0.03,0.1,-0.09
3.0625,0.1875,0.625,0.03,0.1,-0.09
3.0625,0.1875,0.625,0.03,0.1,-0.09
3.0625,0.1875,0.625,0.03,0.1,-0.09
2.375,0.0625,-0.8125,0.03,0.1,-0.09
2.375,0.0625,-0.8125,0.03,0.1,-0.09
2.375,0.0625,-0.8125,0.08,0.2,-0.16
2.375,0.0625,-0.8125,0.08,0.2,-0.16
2.375,0.0625,-0.8125,0.08,0.2,-0.16
3.375,0.125,1.125,0.08,0.2,-0.16
3.375,0.125,1.125,-0.06,0.07,-0.01
3.375,0.125,1.125,-0.06,0.07,-0.01
3.375,0.125,1.125,-0.06,0.07,-0.01
2.25,0.0625,-0.8125,-0.06,0.07,-0.01
2.25,0.0625,-0.8125,-0.05,-0.07,0.03
2.25,0.0625,-0.8125,-0.05,-0.07,0.03
3.0625,-0.375,1,-0.05,-0.07,0.03
3.0625,-0.375,1,-0.05,-0.07,0.03
3.0625,-0.375,1,0.02,0.08,-0.05
3.0625,-0.375,1,0.02,0.08,-0.05
3.0625,-0.375,1,0.02,0.08,-0.05
2.4375,-0.125,-1.0625,0.02,0.08,-0.05
2.4375,-0.125,-1.0625,0.01,0.02,-0.16
2.4375,-0.125,-1.0625,0.01,0.02,-0.16
2.4375,-0.125,-1.0625,0.01,0.02,-0.16
0.5625,0.1875,-0.625,0.09,0.06,-0.08
0.5625,0.1875,-0.625,0.09,0.06,-0.08
1.25,-0.3125,0.6875,0.09,0.06,-0.08
1.25,-0.3125,0.6875,0.02,-0.19,0.01
1.25,-0.3125,0.6875,0.02,-0.19,0.01
1.25,-0.3125,0.6875,0.02,-0.19,0.01
1.5625,-0.125,-0.125,0.02,-0.19,0.01
1.5625,-0.125,-0.125,0.07,0.17,-0.05
1.5625,-0.125,-0.125,0.07,0.17,-0.05
1.5625,-0.125,-0.125,0.07,0.17,-0.05
2.0625,-0.0625,0.0625,0.07,0.17,-0.05
2.0625,-0.0625,0.0625,0.07,0.17,-0.05
2.0625,-0.0625,0.0625,-0.04,0,-0.11
2.0625,-0.0625,0.0625,-0.04,0,-0.11
2.0625,-0.0625,0.0625,-0.04,0,-0.11
2.75,-0.3125,-0.5625,-0.04,0,-0.11
2.75,-0.3125,-0.5625,0.17,0.24,-0.15
2.75,-0.3125,-0.5625,0.17,0.24,-0.15
2.75,-0.3125,-0.5625,0.17,0.24,-0.15
2.75,-0.3125,-0.5625,0.17,0.24,-0.15
3.125,0,1.125,0.17,0.24,-0.15
3.125,0,1.125,0.05,0.32,-0.1
3.125,0,1.125,0.05,0.32,-0.1
3.125,0,1.125,0.05,0.32,-0.1
3.125,0,1.125,0.05,0.32,-0.1
3.125,0,1.125,0.05,0.32,-0.1
3.125,0,1.125,0.05,0.14,-0.07
3.125,0,1.125,0.05,0.14,-0.07
1.625,0.4375,-0.5625,0.05,0.14,-0.07
1.625,0.4375,-0.5625,0.05,0.14,-0.07
1.625,0.4375,-0.5625,0.03,0.13,0
1.625,0.4375,-0.5625,0.03,0.13,0
1.625,0.4375,-0.5625,0.03,0.13,0
1.625,0.4375,-0.5625,0.03,0.13,0
2.5625,0.125,0.9375,0.03,0.13,0
2.5625,0.125,0.9375,-0.01,-0.12,-0.13
2.6875,0,0.3125,-0.02,-0.16,-0.13
2.6875,0,0.3125,-0.04,0.08,0.01
2.6875,0,0.3125,-0.04,0.08,0.01
2.6875,0,0.3125,-0.04,0.08,0.01
2.5625,0.3125,-0.6875,-0.04,0.08,0.01
2.5625,0.3125,-0.6875,-0.03,-0.12,-0.01
2.5625,0.3125,-0.6875,-0.03,-0.12,-0.01
2.5625,0.3125,-0.6875,-0.03,-0.12,-0.01
2.25,-0.25,-0.25,-0.03,-0.12,-0.01
2.25,-0.25,-0.25,0.13,0.27,-0.09
2.25,-0.25,-0.25,0.13,0.27,-0.09
2.25,-0.25,-0.25,0.13,0.27,-0.09
2.8125,-0.125,0.125,0.13,0.27,-0.09
2.8125,-0.125,0.125,0.01,0.13,-0.1
2.8125,-0.125,0.125,0.01,0.13,-0.1
2.8125,-0.125,0.125,0.01,0.13,-0.1
2.8125,-0.125,0.125,0.01,0.13,-0.1
2,-0.125,-0.6875,0.01,0.13,-0.1
2,-0.125,-0.6875,0.01,0.13,-0.1
2,-0.125,-0.6875,0.13,0.42,-0.09
2,-0.125,-0.6875,0.13,0.42,-0.09
2,-0.125,-0.6875,0.13,0.42,-0.09
2.3125,-0.0625,1,0.13,0.42,-0.09
2.3125,-0.0625,1,0.06,0,-0.02
2.3125,-0.0625,1,0.06,0,-0.02
2.3125,-0.0625,1,0.06,0,-0.02
0.6875,0.0625,-0.625,0.06,0,-0.02
0.6875,0.0625,-0.625,0.06,0,-0.02
0.6875,0.0625,-0.625,0.13,0.08,-0.08
0.6875,0.0625,-0.625,0.13,0.08,-0.08
0.6875,0.0625,-0.625,0.13,0.08,-0.08
1.3125,0.375,0.9375,0.13,0.08,-0.08
1.3125,0.375,0.9375,0.06,0.2,-0.04
1.3125,0.375,0.9375,0.06,0.2,-0.04
1.3125,0.375,0.9375,0.06,0.2,-0.04
1.3125,0.375,0.9375,0.06,0.2,-0.04
0.4375,0.75,-0.8125,0.06,0.2,-0.04
1.8125,0.1875,0.3125,-0.02,0.13,-0.03
1.8125,0.1875,0.3125,-0.02,0.13,-0.03
1.8125,0.1875,0.3125,-0.02,0.13,-0.03
1.8125,0.1875,0.3125,-0.02,0.13,-0.03
1.8125,0.1875,0.3125,-0.08,-0.12,0.01
1.8125,0.1875,0.3125,-0.08,-0.12,0.01
1.8125,0.1875,0.3125,-0.08,-0.12,0.01
1.5,0,-0.9375,-0.08,-0.12,0.01
1.5,0,-0.9375,0.08,0.12,-0.05
1.5,0,-0.9375,0.08,0.12,-0.05
1.5,0,-0.9375,0.08,0.12,-0.05
1.5,0,-0.9375,0.08,0.12,-0.05
1.9375,-0.375,-0.125,0.08,0.12,-0.05
1.9375,-0.375,-0.125,0.06,-0.17,-0.13
1.9375,-0.375,-0.125,0.06,-0.17,-0.13
1.9375,-0.375,-0.125,0.06,-0.17,-0.13
1.4375,-0.5625,-0.4375,0.06,-0.17,-0.13
1.4375,-0.5625,-0.4375,0.06,-0.17,-0.13
1.4375,-0.5625,-0.4375,0.23,0.19,-0.16
1.4375,-0.5625,-0.4375,0.23,0.19,-0.16
1.4375,-0.5625,-0.4375,0.23,0.19,-0.16
2.5,-0.0625,0.8125,0.23,0.19,-0.16
2.5,-0.0625,0.8125,0.08,0.04,-0.04
2.5,-0.0625,0.8125,0.08,0.04,-0.04
2.5,-0.0625,0.8125,0.08,0.04,-0.04
2.5,-0.0625,0.8125,0.08,0.04,-0.04
2.5,-0.0625,0.8125,0.09,0.33,-0.1
2.5,-0.0625,0.8125,0.09,0.33,-0.1
2.5,-0.0625,0.8125,0.09,0.33,-0.1
1.4375,0.3125,-0.6875,0.09,0.33,-0.1
1.4375,0.3125,-0.6875,0.09,0.33,-0.1
1.4375,0.3125,-0.6875,0.04,0.1,0
1.4375,0.3125,-0.6875,0.04,0.1,0
1.4375,0.3125,-0.6875,0.04,0.1,0
2.25,0.4375,1.1875,0.04,0.1,0
2.25,0.4375,1.1875,0.04,0.1,0
2.25,0.4375,1.1875,-0.02,-0.05,-0.14
2.4375,0.0625,-0.625,-0.05,-0.22,-0.1
2.4375,0.0625,-0.625,0,0.07,-0.09
2.4375,0.0625,-0.625,0,0.07,-0.09
2.4375,0.0625,-0.625,0,0.07,-0.09
2.4375,0.0625,-0.625,0,0.07,-0.09
2.4375,0.0625,-0.625,0,-0.06,-0.07
2.4375,0.0625,-0.625,0,-0.06,-0.07
3.125,-0.625,0.0625,0,-0.06,-0.07
3.125,-0.625,0.0625,0,-0.06,-0.07
3.125,-0.625,0.0625,0.09,0.23,-0.05
3.125,-0.625,0.0625,0.09,0.23,-0.05
3.125,-0.625,0.0625,0.09,0.23,-0.05
3.125,-0.625,0.0625,0.09,0.23,-0.05
3.125,-0.625,0.0625,-0.05,-0.11,-0.06
3.125,-0.625,0.0625,-0.05,-0.11,-0.06
3.125,-0.625,0.0625,-0.05,-0.11,-0.06
3.125,-0.625,0.0625,-0.05,-0.11,-0.06
4,0,0.8125,-0.05,-0.11,-0.06
4,0,0.8125,0.07,0.1,-0.09
4,0,0.8125,0.07,0.1,-0.09
