angv_x,angv_y,angv_z,lina_x,lina_y,lina_z
2.75,0.4375,-0.0625,-0.2,0.25,0.11
2.75,0.4375,-0.0625,-0.2,0.25,0.11
2,-0.5,-0.375,-0.2,0.25,0.11
2,-0.5,-0.375,-0.01,0.04,0
2,-0.5,-0.375,-0.01,0.04,0
2,-0.5,-0.375,-0.01,0.04,0
2,-0.5,-0.375,-0.01,0.04,0
2.1875,0.0625,0.375,-0.01,0.04,0
2.1875,0.0625,0.375,0.1,0.36,-0.03
2.1875,0.0625,0.375,0.1,0.36,-0.03
2.1875,0.0625,0.375,0.1,0.36,-0.03
0.6875,0,-0.5,0.1,0.36,-0.03
0.6875,0,-0.5,0.09,0.03,0.02
0.6875,0,-0.5,0.09,0.03,0.02
0.875,0.5,0.875,0.09,0.03,0.02
0.875,0.5,0.875,0.09,0.03,0.02
0.875,0.5,0.875,-0.01,0.19,0.01
0.875,0.5,0.875,-0.01,0.19,0.01
0.875,0.5,0.875,-0.01,0.19,0.01
0.0625,0.625,-0.4375,-0.01,0.19,0.01
0.0625,0.625,-0.4375,-0.01,0.19,0.01
0.0625,0.625,-0.4375,-0.01,0.19,0.01
0.0625,0.625,-0.4375,-0.18,-0.17,0.01
0.0625,0.625,-0.4375,-0.18,-0.17,0.01
0.0625,0.625,-0.4375,-0.18,-0.17,0.01
0.0625,0.625,-0.4375,-0.18,-0.17,0.01
1.1875,0.3125,0.5625,-0.18,-0.17,0.01
1.1875,0.3125,0.5625,-0.15,-0.05,0
1.1875,0.3125,0.5625,-0.15,-0.05,0
1.1875,0.3125,0.5625,-0.15,-0.05,0
1.1875,0.3125,0.5625,-0.15,-0.05,0
1.5,0.4375,-0.6875,-0.15,-0.05,0
1.5,0.4375,-0.6875,0,0.13,0.04
1.5,0.4375,-0.6875,0,0.13,0.04
1.5,0.4375,-0.6875,0,0.13,0.04
3.1875,-0.6875,0.25,-0.13,0.01,0.1
3.1875,-0.6875,0.25,-0.13,0.01,0.1
3.1875,-0.6875,0.25,-0.13,0.01,0.1
3.75,-0.0625,-0.125,-0.13,0.01,0.1
3.75,-0.0625,-0.125,0.16,-0.03,-0.09
3.75,-0.0625,-0.125,0.16,-0.03,-0.09
3.75,-0.0625,-0.125,0.16,-0.03,-0.09
3.75,-0.0625,-0.125,0.16,-0.03,-0.09
5.375,-0.25,0,0.16,-0.03,-0.09
5.375,-0.25,0,-0.05,0.13,-0.04
5.375,-0.25,0,-0.05,0.13,-0.04
5.375,-0.25,0,-0.05,0.13,-0.04
4.875,0.0625,-0.5625,-0.05,0.13,-0.04
4.875,0.0625,-0.5625,0.02,-0.08,-0.01
4.875,0.0625,-0.5625,0.02,-0.08,-0.01
5.6875,0.4375,0.625,0.02,-0.08,-0.01
5.6875,0.4375,0.625,0.02,-0.08,-0.01
5.6875,0.4375,0.625,0.13,0.17,0.02
5.6875,0.4375,0.625,0.13,0.17,0.02
5.6875,0.4375,0.625,0.13,0.17,0.02
5.6875,0.4375,0.625,0.04,0.14,0
5.6875,0.4375,0.625,0.04,0.14,0
5.6875,0.4375,0.625,0.04,0.14,0
5.6875,0.4375,0.625,0.04,0.14,0
4.4375,0.3125,-0.9375,0.04,0.14,0
4.4375,0.3125,-0.9375,-0.04,0.49,-0.03
4.4375,0.3125,-0.9375,-0.04,0.49,-0.03
4.4375,0.3125,-0.9375,-0.04,0.49,-0.03
4.4375,0.3125,-0.9375,-0.04,0.49,-0.03
2.75,0.6875,-0.5625,-0.04,0.49,-0.03
2.75,0.6875,-0.5625,-0.22,0.44,0.06
2.75,0.6875,-0.5625,-0.22,0.44,0.06
2.75,0.6875,-0.5625,-0.22,0.44,0.06
2.75,0.6875,-0.5625,-0.22,0.44,0.06
1.5625,-0.25,0.6875,-0.22,0.44,0.06
1.5625,-0.25,0.6875,0,0.21,0.08
1.5625,-0.25,0.6875,0,0.21,0.08
0.875,-0.5625,1,-0.11,0.11,0.04
0.875,-0.5625,1,-0.11,0.11,0.04
0.875,-0.5625,1,-0.11,0.11,0.04
0.875,0.3125,0.125,-0.11,0.11,0.04
0.875,0.3125,0.125,0.06,0.03,-0.05
0.875,0.3125,0.125,0.06,0.03,-0.05
0.875,0.3125,0.125,0.06,0.03,-0.05
0.875,0.3125,0.125,0.06,0.03,-0.05
0.4375,0.75,0.375,0.06,0.03,-0.05
0.4375,0.75,0.375,-0.04,0.24,-0.02
0.4375,0.75,0.375,-0.04,0.24,-0.02
0.4375,0.75,0.375,-0.04,0.24,-0.02
-0.125,0.3125,-0.75,-0.04,0.24,-0.02
-0.125,0.3125,-0.75,0.02,0.01,0.05
-0.125,0.3125,-0.75,0.02,0.01,0.05
-0.125,0.3125,-0.75,0.02,0.01,0.05
0.6875,0.375,0.25,0.02,0.01,0.05
0.6875,0.375,0.25,0.02,0.01,0.05
0.6875,0.375,0.25,-0.17,0.16,0.04
0.6875,0.375,0.25,-0.17,0.16,0.04
0.6875,0.375,0.25,-0.17,0.16,0.04
0,0.25,-1.0625,-0.17,0.16,0.04
0,0.25,-1.0625,-0.17,0.16,0.04
0,0.25,-1.0625,-0.17,0.16,0.04
0,0.25,-1.0625,-0.11,-0.17,0.03
0,0.25,-1.0625,-0.11,-0.17,0.03
0,0.25,-1.0625,-0.11,-0.17,0.03
1.125,0.125,0.3125,-0.11,-0.17,0.03
1.125,0.125,0.3125,-0.11,-0.17,0.03
1.125,0.125,0.3125,-0.05,-0.27,-0.01
1.125,0.125,0.3125,-0.05,-0.27,-0.01
1.125,0.125,0.3125,-0.05,-0.27,-0.01
1.125,0.125,0.3125,-0.05,-0.27,-0.01
1.1875,0,-1,-0.05,-0.27,-0.01
1.1875,0,-1,0.01,-0.06,-0.01
1.1875,0,-1,0.01,-0.06,-0.01
1.1875,0,-1,0.01,-0.06,-0.01
2.3125,-0.6875,0.3125,-0.14,0.13,0.07
2.3125,-0.6875,0.3125,-0.14,0.13,0.07
2.3125,-0.6875,0.3125,-0.14,0.13,0.07
2.3125,-0.6875,0.3125,-0.14,0.13,0.07
1.8125,-0.6875,-0.0625,-0.14,0.13,0.07
1.8125,-0.6875,-0.0625,0.02,-0.06,-0.04
1.8125,-0.6875,-0.0625,0.02,-0.06,-0.04
1.8125,-0.6875,-0.0625,0.02,-0.06,-0.04
1.8125,-0.6875,-0.0625,0.02,-0.06,-0.04
2.0625,0.3125,0.3125,0.02,-0.06,-0.04
2.0625,0.3125,0.3125,-0.12,0.17,0.01
2.0625,0.3125,0.3125,-0.12,0.17,0.01
2.0625,0.3125,0.3125,-0.12,0.17,0.01
1.0625,0.3125,-0.5,-0.12,0.17,0.01
1.0625,0.3125,-0.5,0.1,0,0
1.0625,0.3125,-0.5,0.1,0,0
1.5,1.0625,0.5,0.1,0,0
1.5,1.0625,0.5,0,0.21,0.04
1.5,1.0625,0.5,0,0.21,0.04
1.5,1.0625,0.5,0,0.21,0.04
0.6875,0.8125,-0.3125,0,0.21,0.04
0.6875,0.8125,-0.3125,0.02,-0.1,-0.01
0.6875,0.8125,-0.3125,0.02,-0.1,-0.01
0.6875,0.8125,-0.3125,0.02,-0.1,-0.01
0.6875,0.8125,-0.3125,0.02,-0.1,-0.01
1.8125,0.5625,0.6875,0.02,-0.1,-0.01
1.8125,0.5625,0.6875,-0.18,0.15,-0.07
1.8125,0.5625,0.6875,-0.18,0.15,-0.07
1.8125,0.5625,0.6875,-0.18,0.15,-0.07
1.8125,0.5625,0.6875,-0.18,0.15,-0.07
1.6875,0.5,-0.8125,-0.18,0.15,-0.07
1.6875,0.5,-0.8125,-0.21,-0.01,0
1.6875,0.5,-0.8125,-0.21,-0.01,0
1.6875,0.5,-0.8125,-0.21,-0.01,0
1.875,-0.1875,0.1875,-0.21,-0.01,0
1.875,-0.1875,0.1875,-0.21,-0.01,0
1.625,0.0625,-0.5625,0,0.11,0.08
1.625,0.0625,-0.5625,0,0.11,0.08
1.625,0.0625,-0.5625,-0.12,-0.05,-0.01
1.625,0.0625,-0.5625,-0.12,-0.05,-0.01
1.625,0.0625,-0.5625,-0.12,-0.05,-0.01
1.25,-0.5,0.125,-0.12,-0.05,-0.01
1.25,-0.5,0.125,0.11,-0.02,-0.06
1.25,-0.5,0.125,0.11,-0.02,-0.06
1.25,-0.5,0.125,0.11,-0.02,-0.06
1.25,-0.5,0.125,0.11,-0.02,-0.06
1.6875,0.25,0.125,0.11,-0.02,-0.06
1.6875,0.25,0.125,-0.1,-0.01,-0.05
1.6875,0.25,0.125,-0.1,-0.01,-0.05
1.6875,0.25,0.125,-0.1,-0.01,-0.05
1.6875,0.25,0.125,-0.1,-0.01,-0.05
1.8125,-0.1875,-0.4375,-0.1,-0.01,-0.05
1.8125,-0.1875,-0.4375,0,-0.29,-0.02
1.8125,-0.1875,-0.4375,0,-0.29,-0.02
3.3125,0.4375,0.125,0,-0.29,-0.02
3.3125,0.4375,0.125,-0.19,0.12,0.04
3.3125,0.4375,0.125,-0.19,0.12,0.04
3.3125,0.4375,0.125,-0.19,0.12,0.04
2.5,0.3125,-0.875,-0.19,0.12,0.04
2.5,0.3125,-0.875,0.04,0.01,0.04
2.5,0.3125,-0.875,0.04,0.01,0.04
2.5,0.3125,-0.875,0.04,0.01,0.04
2.5,0.3125,-0.875,0.04,0.01,0.04
3.125,0.5,0.5,0.04,0.01,0.04
3.125,0.5,0.5,-0.04,0.27,-0.05
3.125,0.5,0.5,-0.04,0.27,-0.05
3.125,0.5,0.5,-0.04,0.27,-0.05
3.125,0.5,0.5,-0.04,0.27,-0.05
2.125,0.375,-0.6875,-0.04,0.27,-0.05
2.125,0.375,-0.6875,-0.04,0.27,-0.05
2.125,0.375,-0.6875,-0.04,0.27,-0.05
2.125,0.375,-0.6875,-0.02,0.07,0.06
2.125,0.375,-0.6875,-0.02,0.07,0.06
1.8125,-0.6875,0.4375,0,0.23,0.02
1.8125,-0.6875,0.4375,0,0.23,0.02
1.8125,-0.6875,0.4375,0,0.23,0.02
1.8125,-0.6875,0.4375,0,0.23,0.02
1.5625,0.125,-0.625,0,0.23,0.02
1.5625,0.125,-0.625,0.1,-0.17,-0.1
1.5625,0.125,-0.625,0.1,-0.17,-0.1
1.5625,0.125,-0.625,0.1,-0.17,-0.1
1.5625,0.125,-0.625,0.1,-0.17,-0.1
1.5625,-0.25,0.25,0.1,-0.17,-0.1
1.5625,-0.25,0.25,-0.16,-0.16,0.04
1.5625,-0.25,0.25,-0.16,-0.16,0.04
1.5625,-0.25,0.25,-0.16,-0.16,0.04
1.5625,-0.25,0.25,-0.16,-0.16,0.04
2.625,-0.0625,-0.375,-0.16,-0.16,0.04
2.625,-0.0625,-0.375,0.12,-0.01,0.01
2.625,-0.0625,-0.375,0.12,-0.01,0.01
2.625,-0.0625,-0.375,0.12,-0.01,0.01
2.625,-0.0625,-0.375,-0.12,0.31,0.05
2.625,-0.0625,-0.375,-0.12,0.31,0.05
2.625,-0.0625,-0.375,-0.12,0.31,0.05
3.5,0.4375,0.1875,-0.12,0.31,0.05
3.5,0.4375,0.1875,-0.11,0.08,0.06
3.5,0.4375,0.1875,-0.11,0.08,0.06
3.5,0.4375,0.1875,-0.11,0.08,0.06
2.375,0.3125,-0.5,-0.11,0.08,0.06
2.375,0.3125,-0.5,-0.11,0.08,0.06
2.375,0.3125,-0.5,-0.22,0.14,-0.01
2.375,0.3125,-0.5,-0.22,0.14,-0.01
2.375,0.3125,-0.5,-0.22,0.14,-0.01
1.875,0.125,-0.5625,-0.22,0.14,-0.01
1.875,0.125,-0.5625,-0.12,-0.06,0.03
1.875,0.125,-0.5625,-0.12,-0.06,0.03
1.875,0.125,-0.5625,-0.12,-0.06,0.03
1.875,0.125,-0.5625,-0.12,-0.06,0.03
2.375,-0.375,0.5,-0.12,-0.06,0.03
2.375,-0.375,0.5,-0.03,0.13,-0.02
1.875,-0.75,0.625,0.03,0.14,0.08
1.5625,-0.25,-0.3125,0.03,0.14,0.08
1.5625,-0.25,-0.3125,-0.01,-0.24,0
1.5625,-0.25,-0.3125,-0.01,-0.24,0
1.5625,-0.25,-0.3125,-0.01,-0.24,0
2.0625,-0.75,0.3125,-0.01,-0.24,0
2.0625,-0.75,0.3125,-0.01,-0.24,0
2.0625,-0.75,0.3125,0.09,0.04,-0.1
2.0625,-0.75,0.3125,0.09,0.04,-0.1
2.0625,-0.75,0.3125,0.09,0.04,-0.1
2.75,0.0625,-0.1875,0.09,0.04,-0.1
2.75,0.0625,-0.1875,-0.12,0.02,-0.06
2.75,0.0625,-0.1875,-0.12,0.02,-0.06
2.75,0.0625,-0.1875,-0.12,0.02,-0.06
2.75,0.0625,-0.1875,-0.12,0.02,-0.06
2.75,-0.3125,-0.5,-0.12,0.02,-0.06
2.75,-0.3125,-0.5,0.13,-0.09,0
2.75,-0.3125,-0.5,0.13,-0.09,0
3.25,0.9375,0.0625,0.13,-0.09,0
3.25,0.9375,0.0625,-0.2,-0.03,0.1
3.25,0.9375,0.0625,-0.2,-0.03,0.1
3.25,0.9375,0.0625,-0.2,-0.03,0.1
2.4375,0.4375,-0.5625,-0.2,-0.03,0.1
2.4375,0.4375,-0.5625,0.04,-0.12,0.08
2.4375,0.4375,-0.5625,0.04,-0.12,0.08
2.4375,0.4375,-0.5625,0.04,-0.12,0.08
3.625,0.5625,0.625,0.04,-0.12,0.08
3.625,0.5625,0.625,0.04,-0.12,0.08
3.625,0.5625,0.625,-0.14,0.06,-0.09
3.625,0.5625,0.625,-0.14,0.06,-0.09
3.625,0.5625,0.625,-0.14,0.06,-0.09
3.375,0.4375,-0.4375,-0.14,0.06,-0.09
3.375,0.4375,-0.4375,-0.17,-0.1,-0.02
3.375,0.4375,-0.4375,-0.17,-0.1,-0.02
3.375,0.4375,-0.4375,-0.17,-0.1,-0.02
3.375,0.4375,-0.4375,-0.17,-0.1,-0.02
1.25,-0.1875,1.125,-0.14,0.17,0.06
1.25,-0.1875,1.125,-0.14,0.17,0.06
1.25,-0.1875,1.125,-0.14,0.17,0.06
1,0.375,-0.25,-0.14,0.17,0.06
1,0.375,-0.25,-0.14,0.17,0.06
1,0.375,-0.25,-0.17,-0.08,0.08
1,0.375,-0.25,-0.17,-0.08,0.08
1,0.375,-0.25,-0.17,-0.08,0.08
1.25,-0.4375,0.5,-0.17,-0.08,0.08
1.25,-0.4375,0.5,-0.17,-0.08,0.08
1.25,-0.4375,0.5,-0.1,0.04,0.04
1.25,-0.4375,0.5,-0.1,0.04,0.04
1.25,-0.4375,0.5,-0.1,0.04,0.04
1.25,-0.4375,0.5,-0.1,0.04,0.04
1.1875,0.1875,0,-0.1,0.04,0.04
1.1875,0.1875,0,0.07,0.25,0.05
1.1875,0.1875,0,0.07,0.25,0.05
1.1875,0.1875,0,0.07,0.25,0.05
0.375,-0.375,0.125,0.07,0.25,0.05
0.375,-0.375,0.125,-0.2,0.1,0.07
0.375,-0.375,0.125,-0.2,0.1,0.07
0.375,-0.375,0.125,-0.2,0.1,0.07
0.5,0.375,0.4375,-0.2,0.1,0.07
0.5,0.375,0.4375,-0.2,0.1,0.07
0.5,0.375,0.4375,0.01,-0.17,0.1
0.5,0.375,0.4375,0.01,-0.17,0.1
0.5,0.375,0.4375,0.01,-0.17,0.1
0.8125,0.25,0.8125,0.01,-0.17,0.1
0.8125,0.25,0.8125,0.01,-0.17,0.1
0.8125,0.25,0.8125,-0.13,-0.01,-0.04
0.8125,0.25,0.8125,-0.13,-0.01,-0.04
0.8125,0.25,0.8125,-0.13,-0.01,-0.04
0.5625,0.125,-0.5,-0.13,-0.01,-0.04
0.5625,0.125,-0.5,-0.13,-0.01,-0.04
0.5625,0.125,-0.5,0.01,-0.04,0.01
0.5625,0.125,-0.5,0.01,-0.04,0.01
0.5625,0.125,-0.5,0.01,-0.04,0.01
2.1875,0.0625,-0.8125,-0.03,0.39,0.1
2.6875,-0.125,0.875,-0.03,0.39,0.1
2.6875,-0.125,0.875,-0.19,0.18,0.08
2.6875,-0.125,0.875,-0.19,0.18,0.08
2.6875,-0.125,0.875,-0.19,0.18,0.08
2.6875,-0.125,0.875,-0.19,0.18,0.08
1.375,-0.3125,0.5625,-0.19,0.18,0.08
1.375,-0.3125,0.5625,-0.07,0.23,-0.06
1.375,-0.3125,0.5625,-0.07,0.23,-0.06
1.375,-0.3125,0.5625,-0.07,0.23,-0.06
1.375,-0.3125,0.5625,-0.07,0.23,-0.06
1.0625,0.375,-0.125,-0.07,0.23,-0.06
1.0625,0.375,-0.125,-0.2,-0.01,0.05
1.0625,0.375,-0.125,-0.2,-0.01,0.05
1.0625,0.375,-0.125,-0.2,-0.01,0.05
0.9375,-0.375,-0.0625,-0.2,-0.01,0.05
0.9375,-0.375,-0.0625,-0.2,-0.01,0.05
0.9375,-0.375,-0.0625,0.07,0.07,0.03
0.9375,-0.375,-0.0625,0.07,0.07,0.03
0.9375,-0.375,-0.0625,0.07,0.07,0.03
1.125,0.3125,-0.1875,0.07,0.07,0.03
1.125,0.3125,-0.1875,-0.08,-0.07,0.05
1.125,0.3125,-0.1875,-0.08,-0.07,0.05
1.125,0.3125,-0.1875,-0.08,-0.07,0.05
0.3125,0.0625,-0.1875,-0.08,-0.07,0.05
0.3125,0.0625,-0.1875,-0.08,-0.07,0.05
0.3125,0.0625,-0.1875,-0.08,-0.07,0.05
0.3125,0.0625,-0.1875,0.07,-0.1,0.01
0.3125,0.0625,-0.1875,0.07,-0.1,0.01
0.3125,0.0625,-0.1875,0.07,-0.1,0.01
1.25,0.5625,0.625,0.07,-0.1,0.01
1.25,0.5625,0.625,0.07,-0.1,0.01
1.25,0.5625,0.625,-0.09,-0.32,-0.01
1.25,0.5625,0.625,-0.09,-0.32,-0.01
1.25,0.5625,0.625,-0.09,-0.32,-0.01
1.25,0.5625,0.625,-0.09,-0.32,-0.01
1.6875,0,-0.625,-0.09,-0.32,-0.01
2.8125,-0.0625,0.375,-0.2,0.2,0.11
2.8125,-0.0625,0.375,-0.2,0.2,0.11
2.8125,-0.0625,0.375,-0.2,0.2,0.11
2.8125,-0.0625,0.375,-0.06,-0.01,0.07
2.8125,-0.0625,0.375,-0.06,-0.01,0.07
2.8125,-0.0625,0.375,-0.06,-0.01,0.07
2.8125,-0.0625,0.375,-0.06,-0.01,0.07
2.4375,-0.75,0.5,-0.06,-0.01,0.07
2.4375,-0.75,0.5,0.08,0.21,-0.09
2.4375,-0.75,0.5,0.08,0.21,-0.09
2.4375,-0.75,0.5,0.08,0.21,-0.09
2.4375,-0.75,0.5,0.08,0.21,-0.09
2,0.1875,-0.0625,0.08,0.21,-0.09
2,0.1875,-0.0625,-0.16,0.11,-0.02
2,0.1875,-0.0625,-0.16,0.11,-0.02
2,0.1875,-0.0625,-0.16,0.11,-0.02
2,0.1875,-0.0625,-0.16,0.11,-0.02
1.8125,-0.5625,0.25,-0.16,0.11,-0.02
1.8125,-0.5625,0.25,0.08,0.3,0.06
1.8125,-0.5625,0.25,0.08,0.3,0.06
1.8125,-0.5625,0.25,0.08,0.3,0.06
1.9375,0.3125,0.125,0.08,0.3,0.06
1.9375,0.3125,0.125,-0.14,0.1,0
1.9375,0.3125,0.125,-0.14,0.1,0
1.9375,0.3125,0.125,-0.14,0.1,0
1.0625,0.125,-0.3125,-0.14,0.1,0
1.0625,0.125,-0.3125,0.11,-0.03,0.07
1.0625,0.125,-0.3125,0.11,-0.03,0.07
1.0625,0.125,-0.3125,0.11,-0.03,0.07
1.6875,1.0625,0.375,0.11,-0.03,0.07
1.6875,1.0625,0.375,-0.17,0.03,0
1.6875,1.0625,0.375,-0.17,0.03,0
1.6875,1.0625,0.375,-0.17,0.03,0
1.6875,1.0625,0.375,-0.17,0.03,0
0.9375,0.375,-0.6875,-0.17,0.03,0
0.9375,0.375,-0.6875,-0.17,0.03,0
0.9375,0.375,-0.6875,-0.03,0.08,0.07
2.5,-0.0625,-0.75,-0.11,0.19,0.06
2.875,0.0625,0.875,-0.11,0.19,0.06
2.875,0.0625,0.875,-0.11,0.19,0.06
2.875,0.0625,0.875,-0.18,-0.09,0.1
2.875,0.0625,0.875,-0.18,-0.09,0.1
2.875,0.0625,0.875,-0.18,-0.09,0.1
2.4375,0.4375,-0.6875,-0.18,-0.09,0.1
2.4375,0.4375,-0.6875,-0.12,0.19,-0.06
2.4375,0.4375,-0.6875,-0.12,0.19,-0.06
2.4375,0.4375,-0.6875,-0.12,0.19,-0.06
2.4375,0.4375,-0.6875,-0.12,0.19,-0.06
3.3125,0.5625,-0.5,-0.12,0.19,-0.06
3.3125,0.5625,-0.5,-0.12,-0.07,-0.01
3.3125,0.5625,-0.5,-0.12,-0.07,-0.01
3.3125,0.5625,-0.5,-0.12,-0.07,-0.01
3.3125,0.5625,-0.5,-0.12,-0.07,-0.01
3.125,0,-0.125,-0.12,-0.07,-0.01
3.125,0,-0.125,0.05,0.06,0.06
3.125,0,-0.125,0.05,0.06,0.06
3.125,0,-0.125,0.05,0.06,0.06
3.125,0,-0.125,0.05,0.06,0.06
3.125,0,-0.125,-0.24,0.08,0.08
3.125,0,-0.125,-0.24,0.08,0.08
3.125,0,-0.125,-0.24,0.08,0.08
3.625,0.5625,-0.25,-0.24,0.08,0.08
3.625,0.5625,-0.25,0,0.2,0
3.625,0.5625,-0.25,0,0.2,0
3.625,0.5625,-0.25,0,0.2,0
3.625,0.5625,-0.25,0,0.2,0
4.0625,0,0,0,0.2,0
4.0625,0,0,-0.16,0.18,-0.07
4.0625,0,0,-0.16,0.18,-0.07
4.0625,0,0,-0.16,0.18,-0.07
4.0625,0,0,-0.16,0.18,-0.07
3.0625,-0.125,-0.6875,-0.16,0.18,-0.07
3.0625,-0.125,-0.6875,0.02,0.05,0
2,0,0.375,-0.06,-0.23,0.07
2,0,0.375,-0.06,-0.23,0.07
2,0,0.375,-0.19,0,0.07
2,0,0.375,-0.19,0,0.07
1.75,0.4375,-1.3125,-0.19,0,0.07
1.75,0.4375,-1.3125,-0.19,0,0.07
1.75,0.4375,-1.3125,-0.01,-0.1,0.02
1.75,0.4375,-1.3125,-0.01,-0.1,0.02
1.75,0.4375,-1.3125,-0.01,-0.1,0.02
2.375,-0.125,0.0625,-0.01,-0.1,0.02
2.375,-0.125,0.0625,-0.01,-0.1,0.02
2.375,-0.125,0.0625,-0.01,-0.1,0.02
2.375,-0.125,0.0625,-0.21,-0.24,-0.04
2.375,-0.125,0.0625,-0.21,-0.24,-0.04
2.375,-0.125,0.0625,-0.21,-0.24,-0.04
2.5625,0.5625,-0.75,-0.21,-0.24,-0.04
2.5625,0.5625,-0.75,-0.21,-0.24,-0.04
2.5625,0.5625,-0.75,-0.08,0.3,0.03
2.5625,0.5625,-0.75,-0.08,0.3,0.03
2.5625,0.5625,-0.75,-0.08,0.3,0.03
3.3125,-0.625,0.0625,-0.08,0.3,0.03
3.3125,-0.625,0.0625,-0.11,0.03,0.01
3.3125,-0.625,0.0625,-0.11,0.03,0.01
3.3125,-0.625,0.0625,-0.11,0.03,0.01
3.625,-0.0625,-0.5,-0.11,0.03,0.01
3.625,-0.0625,-0.5,0.14,0.2,0.07
3.625,-0.0625,-0.5,0.14,0.2,0.07
3.625,-0.0625,-0.5,0.14,0.2,0.07
2.75,-0.625,-0.1875,0.14,0.2,0.07
2.75,-0.625,-0.1875,0.14,0.2,0.07
2.75,-0.625,-0.1875,-0.14,0.25,-0.05
2.75,-0.625,-0.1875,-0.14,0.25,-0.05
2.75,-0.625,-0.1875,-0.14,0.25,-0.05
2.75,-0.625,-0.1875,-0.14,0.25,-0.05
2.75,0.3125,0.4375,-0.14,0.25,-0.05
2.75,0.3125,0.4375,0.08,0.14,0.02
2.75,0.3125,0.4375,0.08,0.14,0.02
0.5625,0,-0.75,-0.14,0.16,0.08
0.5625,0,-0.75,-0.14,0.16,0.08
0.5625,0,-0.75,-0.14,0.16,0.08
1.625,0.375,0.6875,-0.14,0.16,0.08
1.625,0.375,0.6875,-0.12,-0.03,0.09
1.625,0.375,0.6875,-0.12,-0.03,0.09
1.625,0.375,0.6875,-0.12,-0.03,0.09
1.625,0.375,0.6875,-0.12,-0.03,0.09
1.6875,0.375,0.8125,-0.12,-0.03,0.09
1.6875,0.375,0.8125,-0.29,0.05,-0.03
1.6875,0.375,0.8125,-0.29,0.05,-0.03
1.6875,0.375,0.8125,-0.29,0.05,-0.03
1.4375,0.6875,-0.3125,-0.29,0.05,-0.03
1.4375,0.6875,-0.3125,-0.29,0.05,-0.03
1.4375,0.6875,-0.3125,-0.14,-0.08,0
1.4375,0.6875,-0.3125,-0.14,-0.08,0
1.4375,0.6875,-0.3125,-0.14,-0.08,0
1.625,-0.4375,0.75,-0.14,-0.08,0
1.625,-0.4375,0.75,-0.05,0.23,0.05
1.625,-0.4375,0.75,-0.05,0.23,0.05
1.625,-0.4375,0.75,-0.05,0.23,0.05
1.625,-0.4375,0.75,-0.05,0.23,0.05
1.625,-0.4375,0.75,-0.2,0.02,0.04
1.625,-0.4375,0.75,-0.2,0.02,0.04
1.625,-0.4375,0.75,-0.2,0.02,0.04
1.6875,-0.1875,-0.0625,-0.2,0.02,0.04
1.6875,-0.1875,-0.0625,-0.2,0.02,0.04
1.6875,-0.1875,-0.0625,-0.01,0.07,-0.01
1.6875,-0.1875,-0.0625,-0.01,0.07,-0.01
1.6875,-0.1875,-0.0625,-0.01,0.07,-0.01
1.3125,-0.9375,0.25,-0.01,0.07,-0.01
1.3125,-0.9375,0.25,-0.01,0.07,-0.01
1.3125,-0.9375,0.25,-0.06,-0.15,-0.04
1.3125,-0.9375,0.25,-0.06,-0.15,-0.04
1.3125,-0.9375,0.25,-0.06,-0.15,-0.04
2.0625,-0.4375,-0.5,-0.06,-0.15,-0.04
2.0625,-0.4375,-0.5,0.14,-0.22,0.01
2,0.1875,0.625,-0.04,0.26,0.02
2,0.1875,0.625,-0.04,0.26,0.02
2,0.1875,0.625,-0.04,0.26,0.02
2,0.1875,0.625,-0.04,0.26,0.02
2,0.1875,0.625,0,0,0.01
2,0.1875,0.625,0,0,0.01
2,0.1875,0.625,0,0,0.01
2,0.1875,0.625,0,0,0.01
1.625,0.3125,0.625,0,0,0.01
1.625,0.3125,0.625,-0.16,0.16,-0.08
1.625,0.3125,0.625,-0.16,0.16,-0.08
1.625,0.3125,0.625,-0.16,0.16,-0.08
1.625,0.3125,0.625,-0.16,0.16,-0.08
1.3125,0.5,-0.75,-0.16,0.16,-0.08
1.3125,0.5,-0.75,-0.15,-0.1,-0.01
1.3125,0.5,-0.75,-0.15,-0.1,-0.01
1.3125,0.5,-0.75,-0.15,-0.1,-0.01
1.6875,-0.3125,0.5,-0.15,-0.1,-0.01
1.6875,-0.3125,0.5,-0.24,0,0.02
1.6875,-0.3125,0.5,-0.24,0,0.02
1.6875,-0.3125,0.5,-0.24,0,0.02
1.6875,-0.3125,0.5,-0.24,0,0.02
1.6875,-0.3125,0.5,-0.01,-0.24,0.05
1.6875,-0.3125,0.5,-0.01,-0.24,0.05
1.6875,-0.3125,0.5,-0.01,-0.24,0.05
1.875,0.5,-0.5,-0.01,-0.24,0.05
1.875,0.5,-0.5,0,0.03,0
1.875,0.5,-0.5,0,0.03,0
1.875,0.5,-0.5,0,0.03,0
2.3125,-0.5625,0.0625,0,0.03,0
2.3125,-0.5625,0.0625,-0.17,0,-0.08
2.3125,-0.5625,0.0625,-0.17,0,-0.08
2.3125,-0.5625,0.0625,-0.17,0,-0.08
2.3125,-0.5625,0.0625,-0.17,0,-0.08
3.125,0.125,0.1875,-0.17,0,-0.08
3.125,0.125,0.1875,0.02,0.29,-0.01
1.625,-0.0625,-0.625,0.04,0.08,0.02
1.625,-0.0625,-0.625,-0.11,0.02,0
1.625,-0.0625,-0.625,-0.11,0.02,0
3.5625,-0.375,0.6875,-0.11,0.02,0
